
snap(20,5,-35)
sky(204,214,255)
fog(226,203,199)
clouds(204,214,255,2,-1140)
ground(193,185,180)
set(71,48300,93850,-90)
set(72,71200,93800,0)
set(70,80175,94450,90)
pile(1045,2,5,4075,-350)
pile(656,2,5,4100,2100)
pile(4979,5,3,7700,3225)
pile(6673,3,3,6250,4925)
pile(5376,4,4,4250,8375)
pile(8393,5,5,4425,7075)
pile(974,3,6,6925,5950)
pile(8518,3,6,7125,10950)
pile(6930,3,6,6475,9700)
pile(6328,3,6,5625,18100)
pile(7921,4,4,5950,20800)
pile(9443,4,4,15075,23675)
pile(3740,4,4,17825,26500)
pile(9062,6,5,17175,25325)
pile(9920,6,5,14250,30550)
pile(986,4,3,15400,16250)
pile(6467,4,3,11925,14575)
pile(5324,4,4,12900,14050)
pile(9907,2,4,12825,15300)
pile(282,2,4,12200,12700)
pile(5514,2,4,14725,3875)
pile(873,2,4,14275,4225)
pile(5562,2,2,15975,5350)
pile(3005,3,5,14325,6300)
pile(1058,3,5,13725,25)
pile(3957,3,5,17800,41400)
pile(3400,4,2,17175,43225)
pile(6197,4,2,16350,42200)
pile(663,4,5,12975,47375)
pile(3999,4,5,4475,50675)
pile(5876,4,5,10425,51325)
pile(4978,4,2,11625,50200)
pile(6475,4,2,18500,49175)
pile(3735,4,2,30975,46950)
pile(4994,4,2,28725,46500)
pile(5837,4,2,27700,48975)
pile(685,3,5,26550,37525)
pile(8164,4,5,26175,38075)
pile(5668,6,4,27175,38125)
pile(2597,6,4,27250,24400)
pile(2128,3,4,27175,22275)
pile(132,3,4,29125,23650)
pile(8039,3,4,26650,250)
pile(8421,2,3,25575,1800)
pile(7724,3,5,26825,1475)
pile(8800,3,4,26750,2900)
pile(1895,5,3,25475,2700)
pile(3286,5,3,25850,-2850)
pile(7173,5,3,16225,10225)
pile(3240,5,3,33925,43725)
pile(2589,5,3,47600,57425)
pile(7963,5,3,45800,54700)
pile(9785,5,5,46725,55925)
pile(740,2,6,46275,57275)
pile(6018,2,6,45850,55875)
pile(9931,5,4,57300,57400)
pile(2479,5,4,55450,56350)
pile(8349,5,4,63650,62275)
pile(1736,4,5,64950,63725)
pile(7318,5,4,64425,67175)
pile(4449,5,4,64625,65775)
pile(5589,5,4,63825,58300)
pile(6332,5,4,5350,43468)
pile(2692,4,3,3800,43282)
pile(4076,3,5,4234,42476)
pile(9066,3,4,4978,37702)
pile(5254,3,4,2772,62372)
pile(4704,3,4,3140,63844)
pile(4469,6,6,2068,63188)
pile(901,6,6,17368,50416)
pile(7788,6,6,18176,67382)
pile(8022,2,5,16714,66737)
pile(2896,4,5,14478,66780)
pile(8421,3,5,15639,67339)
pile(4777,3,5,8759,66135)
pile(7511,3,5,33410,65302)
pile(451,5,3,34915,73687)
pile(2250,5,3,34656,65436)
pile(3879,5,3,41579,75766)
pile(9683,5,3,40820,78400)
pile(7149,5,3,63364,74528)
pile(5167,5,3,56644,78048)
pile(4141,5,3,64100,81536)
pile(2287,5,5,63588,80256)
pile(5719,3,4,66740,92472)
pile(6048,3,4,68188,93608)
pile(790,4,5,67868,92424)
pile(55,4,5,67068,93352)
pile(3768,4,5,81620,97908)
pile(1830,2,4,81588,102004)
pile(677,2,4,81908,102900)
pile(5249,5,4,82420,101876)
pile(3818,5,5,81556,105204)
pile(6892,5,5,73204,103220)
pile(7425,5,5,64908,101016)
pile(2013,5,5,52436,99480)
pile(4522,5,5,44460,92184)
pile(928,5,5,45804,92632)
pile(4641,5,5,34692,98648)
pile(8874,5,5,36164,98904)
pile(6190,5,6,34724,100088)
pile(4909,4,4,41604,99352)
pile(3797,2,5,39908,99192)
pile(3659,2,5,25396,91188)
pile(9235,2,5,30708,92340)
pile(9078,2,5,27604,100532)
pile(4933,6,2,26004,100276)
pile(9585,4,5,24276,99732)
pile(2872,4,5,20168,83944)
pile(5921,4,4,18024,85288)
pile(9834,4,4,18344,83816)
pile(1496,4,4,34656,79168)
pile(7163,4,4,19832,75760)
pile(5429,4,4,25528,80528)
pile(2969,5,5,16408,73040)
pile(6860,5,5,26604,66968)
pile(3536,5,5,25664,10096)
pile(7028,4,3,26688,11184)
pile(2660,4,3,25824,8432)
pile(719,4,3,27296,18596)
pile(1422,4,3,26240,19140)
pile(1012,4,3,17440,19236)
pile(7390,3,2,16448,18020)
pile(1213,3,2,11372,3460)
pile(9964,3,2,14252,10724)
pile(8619,3,2,4944,27924)
pile(513,3,2,-3344,29812)
pile(4174,3,2,-2256,31828)
pile(9048,3,2,4176,33012)
pile(3292,3,2,-2016,22132)
pile(824,6,2,-1116,26532)
pile(2963,5,5,16372,37136)
pile(6835,5,5,17560,94664)
pile(6901,5,3,41051,53604)
pile(2787,6,5,42086,54271)
pile(9505,6,5,57041,74574)
pile(7945,5,5,56995,75954)
pile(3490,5,5,62294,71528)
pile(8512,3,4,61788,76887)
pile(6702,4,5,64393,103513)
pile(1937,4,5,66110,103191)
pile(9344,4,5,67697,103559)
pile(4758,4,5,71489,101742)
pile(6041,5,3,70477,103122)
pile(867,5,3,75874,102742)
pile(7651,5,3,71120,97603)
pile(4823,5,3,69211,98523)
pile(619,5,3,67739,98638)
pile(3465,3,3,68153,97764)
pile(2685,3,3,70959,98753)
pile(7487,3,3,76616,97913)
pile(8052,3,2,77375,98626)
pile(8043,3,2,38081,93367)
pile(9020,3,2,38978,93758)
pile(9337,3,3,40036,93459)
pile(1209,5,5,36310,92815)
pile(8027,5,5,19913,89097)
pile(9888,5,5,20258,90730)
pile(9920,5,3,16716,90592)
pile(9689,5,3,28683,90736)
pile(6809,5,3,32941,83862)
pile(3109,5,3,18738,77742)
pile(9424,5,3,2293,4333)
pile(6157,3,5,-1888,6968)
pile(7743,3,5,-1545,-1867)
pile(8938,3,2,56225,87150)
pile(7499,5,5,55775,85725)
pile(7499,6,6,70835,81250)
pile(8705,5,3,4786,36008)
pile(64,5,3,12784,19356)
pile(6427,5,3,54234,24108)
pile(6572,5,3,58481,38219)
pile(2743,6,6,71496,28081)
pile(9856,6,6,79186,42143)
pile(8157,6,6,68500,42280)
pile(2101,6,6,76843,71288)
pile(3918,6,6,76569,52108)
pile(8086,6,6,45980,30090)
pile(5458,6,6,58620,3900)
pile(5708,6,6,62220,13260)
pile(48,6,6,74968,5464)
pile(2002,6,6,46609,9163)
pile(4751,6,6,52089,44783)
pile(6206,6,6,9923,91747)
pile(674,6,6,47050,103392)
pile(67,6,6,18006,103940)
pile(5073,6,6,10060,81061)




maxl(24,-5000,-5000)
maxt(18,107800,-2600)
maxr(24,81400,-5000)
maxb(18,-7400,-2600)





