
name(Arrested by the Man)

snap(20,-20,15)
sky(199,233,255)
fog(196,214,207)
clouds(198,255,236,3,-1156)
ground(192,204,195)
pile(8456,4,6,3700,12625)
pile(3617,2,3,2600,12450)
pile(8313,2,3,-3525,16575)
pile(6882,2,3,-3875,13275)
pile(1531,2,3,1850,26325)
pile(6121,4,6,1875,27750)
pile(9815,5,5,-2875,22325)
pile(2064,3,2,-2500,19850)
pile(5313,3,2,-3950,21750)
pile(4949,3,2,-2350,10300)
pile(5445,6,3,-3450,27300)
pile(2251,3,4,-6700,28175)
pile(9953,3,4,-5550,33050)
pile(5893,2,3,-6725,32700)
pile(8092,2,3,-4675,36325)
pile(1974,2,5,-3825,36425)
pile(4564,2,5,2875,32850)
pile(8145,2,5,6875,32775)
pile(1865,2,5,5675,32825)
pile(7133,4,4,6125,32050)
pile(6295,4,4,11900,36700)
pile(1148,2,2,10525,36500)
pile(9827,2,2,9775,36550)
pile(2187,5,4,2275,37175)
pile(496,5,4,14900,32175)
pile(9333,3,4,12225,32075)
pile(7192,4,5,9775,32625)
pile(3673,4,5,24325,32050)
pile(3304,4,5,22275,31500)
pile(2979,2,5,23775,31175)
pile(5048,4,3,30025,31700)
pile(9867,4,3,26125,28425)
pile(8555,4,4,29900,24125)
pile(4676,4,4,30500,25850)
pile(7850,4,3,26225,19125)
pile(546,4,3,29750,11775)
pile(6136,4,3,25525,12725)
pile(6219,3,4,24675,12125)
pile(3126,3,4,25500,11750)
pile(611,3,4,30350,13300)
pile(6634,3,4,25750,5000)
pile(7617,4,2,24875,6250)
pile(4703,5,5,23600,6200)
pile(1589,5,5,21175,8075)
pile(970,3,2,19575,11225)
pile(6380,3,2,17675,10775)
pile(7418,3,2,12100,-2700)
pile(9816,3,2,15950,-3950)
pile(1677,5,6,18300,-3575)
pile(3034,5,6,17743,122)
pile(4823,5,6,10225,25951)
pile(2976,6,5,7489,23329)
pile(2756,4,4,11707,24412)
pile(4317,4,4,16438,23671)
pile(7911,4,4,16438,19909)
pile(3812,2,2,9085,18883)
pile(8764,2,2,8344,20764)
pile(7758,2,2,20371,24412)
pile(1788,6,5,11992,17059)
pile(9210,6,5,11935,19225)
pile(1643,2,4,10168,19567)
pile(2317,2,4,20200,22588)
pile(732,2,4,20371,21676)
pile(4981,2,4,20314,20650)
pile(3547,2,4,7873,11096)
pile(9203,2,4,6676,11837)
pile(9618,2,4,2002,10754)
pile(9824,2,4,-4325,10412)
pile(6288,2,4,-6783,23412)
pile(6555,2,4,-6840,15945)
pile(4588,2,5,-7695,13323)
pile(2641,2,3,-7752,11556)
pile(6790,4,4,-5985,18567)
pile(2867,3,4,-5446,7013)
pile(5311,5,3,-7099,2396)
pile(6178,5,3,-6814,5018)
pile(6757,5,3,-5332,-3190)
pile(1330,2,3,19632,36436)
pile(1609,2,3,20316,36892)
pile(3618,2,3,30063,28399)
pile(826,2,3,25700,235)
pile(9781,2,3,29177,-563)
pile(5333,2,3,27524,919)
pile(60,3,5,27125,-1304)
pile(355,3,5,24467,-1477)
pile(6804,2,5,29600,34900)


maxl(10,-12000,-7000)
maxt(9,38600,-9600)
maxr(10,31200,-7000)
maxb(9,-9400,-9600)
















