snap(15,15,-20)
sky(197,209,255)
fog(207,190,179)
clouds(208,175,230,7,-1500)
ground(201,186,167)
pile(796,5,3,-20585,7434)
pile(4886,6,2,-18787,8953)
pile(8073,4,6,-19128,7000)
pile(6519,4,6,-20275,6194)
pile(1793,2,2,-20069,-2307)
pile(3000,2,2,-18829,-1935)
pile(3046,2,2,-18236,4674)
pile(1310,2,2,-19538,3775)
pile(104,2,2,-11887,6387)
pile(7627,2,2,-12042,807)
pile(2823,2,2,-2702,-12709)
pile(3451,2,2,-2361,-13639)
pile(7816,2,2,-4562,-13453)
pile(6505,5,4,-4066,-11624)
pile(6488,2,5,2475,-12430)
pile(9800,2,5,1762,-10694)
pile(19,3,2,1824,-13143)
pile(1103,3,2,1526,-20260)
pile(8034,3,2,999,-21562)
pile(9413,5,2,-4178,-19361)
pile(6561,5,2,-11621,-14237)
pile(3799,5,2,-10288,-15167)
pile(7167,4,4,-10164,-13741)
pile(2411,4,4,-3900,9320)
pile(595,4,4,-4180,1620)
pile(7455,4,4,-20220,-16870)
pile(81,4,4,-19730,-17780)
pile(2087,2,3,-20010,-15400)
pile(6858,2,3,-21900,-17850)
pile(1160,2,3,-11330,-2520)
pile(1047,2,3,-11470,-6440)
pile(3092,2,3,-12100,-5250)
pile(9095,3,3,-11260,-3990)
pile(9553,3,3,-12170,770)
pile(2279,3,3,-11367,1917)
pile(5254,3,3,-27178,6811)
pile(6194,3,3,-27502,5920)
pile(8606,3,3,-28636,6460)
pile(1078,5,6,-27961,7945)
pile(259,5,6,-27070,20149)
pile(6470,5,5,-27043,16828)
pile(5382,2,2,-26908,18907)
pile(5496,2,2,-26152,17827)
pile(4610,2,2,-28690,22660)
pile(6594,2,2,-27394,22228)
pile(715,2,2,-28769,4039)
pile(1133,2,2,-29741,6253)
pile(4546,2,2,-32009,286)
pile(7537,2,2,-32252,-605)
pile(7910,2,2,-32468,-2036)
pile(407,6,5,-32011,-4473)
pile(3956,3,4,-32971,-14106)
pile(6779,3,4,-31189,-8058)
pile(5874,3,4,-32026,-13674)
pile(5435,3,4,-31324,-15375)
pile(6211,6,3,-31837,-9219)
pile(4191,6,3,-29056,-17292)
pile(2867,6,3,-31027,-17373)
pile(1086,4,3,-28744,-22175)
pile(7165,4,3,-31120,-21662)
pile(4037,4,3,-32254,-20123)
pile(2082,4,3,-23148,-10656)
pile(9409,4,3,-22284,-12288)
pile(7853,3,3,-18684,-6672)
pile(9428,3,3,-25532,1056)
pile(7607,3,3,-26396,-480)
pile(6539,3,3,-10336,29728)
pile(9245,3,3,-13408,29584)
pile(3785,3,3,-12352,28768)
pile(8540,3,3,-16624,29488)
pile(2385,3,3,-27396,25888)
pile(877,4,3,-28452,28720)
pile(1381,6,4,-26484,27616)
pile(6036,6,4,380,19436)
pile(2204,4,6,812,21500)
pile(5245,4,6,1772,17276)
pile(8038,4,6,1676,14108)
pile(2492,5,4,1592,-11888)
pile(1491,4,3,1468,28720)
pile(528,4,3,-8036,34396)
pile(1834,2,2,-9524,34396)
pile(8427,2,2,-9044,34780)
pile(2160,2,2,-13652,34396)
pile(3684,2,2,-25540,34292)
pile(9734,2,2,-22372,34436)
pile(3117,2,2,-23140,34724)
pile(7387,6,6,-24292,34676)
pile(6395,6,6,-12180,-19472)
pile(7451,5,5,-12996,-22784)
pile(4777,2,4,-15732,-20960)
pile(3813,2,4,-15348,-21680)
pile(2622,2,4,-9876,-22400)
pile(7074,2,4,-11076,-22592)
pile(9984,2,4,-7236,-22688)
pile(5993,2,4,-18180,-22880)
pile(368,5,5,-22752,-23024)
pile(3767,5,6,-27475,17850)
pile(1857,6,5,-31860,-6480)
pile(1459,3,4,-30900,-3640)
pile(2062,3,4,-32340,-5520)
pile(8996,6,3,-30780,-12220)


maxr(13,4800,-23000)
maxt(8,37000,-31200)
maxl(13,-33600,-23000)
maxb(8,-25400,-31200)





