snap(-19,-7,18)
sky(211,227,254)
fog(203,212,228)
clouds(190,235,255,4,-1500)
ground(192,195,202)
pile(2698,3,5,40350,-16358)
pile(8802,3,5,38846,-16828)
pile(5123,3,5,39363,-15653)
pile(1432,5,5,39598,-16828)
pile(1424,5,5,36167,-15982)
pile(1439,5,5,35697,-9261)
pile(2712,4,6,34992,-10295)
pile(8005,4,6,34851,-8603)
pile(4829,2,3,30480,-13021)
pile(3920,5,6,35368,-12128)
pile(2946,5,6,40632,-6911)
pile(2130,5,2,39974,-5313)
pile(9527,5,3,39410,-6112)
pile(2988,6,4,40021,-3527)
pile(2356,6,4,40624,-11047)
pile(913,6,4,39098,12722)
pile(4010,6,4,29755,-18606)
pile(7457,6,4,32763,-17807)
pile(8807,2,5,30742,-18371)
pile(8228,2,5,31917,-18982)
pile(2062,2,5,10328,-18589)
pile(5061,2,5,-5558,-17978)
pile(4341,6,3,-3960,-18730)
pile(3225,4,6,-2350,-50)

maxl(8,-10432,-18436)
maxb(11,-20836,-8032)
maxr(8,42368,-18436)
maxt(11,17563,-8032)
