snap(-2,-14,-40)
sky(201,220,255)
fog(223,210,189)
clouds(255,255,255,2,-1500)
ground(173,191,156)
set(60,-51780,53710,180)pr
set(57,-51780,56501,180)pr
set(10,-51780,64300,0)
set(56,-51780,59302,180)pr
set(14,-51780,68850,0)pt
set(13,-47200,70370,120)
set(12,-47200,67330,-120)
set(23,-44370,65810,90)
set(26,-43525,65810,-90)pr
set(23,-32350,64860,-90)p
set(13,-29520,66380,-60)p
set(12,-29520,69420,60)p
set(23,-32350,70940,-90)p
fix(41,-41025,71890,-3400,90)
set(23,-43375,71890,90)
set(50,-42890,71890,-90)pr
set(44,-38425,54125,0)p
set(63,-38634,54226,0)
set(62,-38742,52836,-90)
set(43,-38425,48525,180)p
set(63,-38675,49900,-90)
set(63,-38425,49024,180)
set(62,-38148,50703,0)
set(62,-38634,46877,90)
set(63,-38769,51742,-90)
set(63,-38148,47875,180)
set(44,-38425,42925,180)p
set(63,-38634,42594,0)
set(62,-38148,44042,180)
set(63,-38661,45510,90)
set(24,-38425,40125,180)p
set(62,-38715,41325,-90)
set(63,-38148,40200,0)
set(23,-58595,26300,90)
set(31,-60275,26300,-90)pr
set(24,-38425,56925,0)p
set(63,-38550,57275,90)
set(62,-38148,55905,180)
set(10,-23890,67900,-90)p
set(14,-19340,67900,-90)pt
set(10,-19340,63350,0)
chk(40,-19340,64675,0)
set(10,-19340,57750,0)
set(10,-19340,52150,0)
set(49,-18640,56350,180)
set(49,-18640,53550,180)
set(49,-20040,53550,0)ph
set(49,-20040,56350,0)
set(10,-19340,46550,0)
set(49,-18640,47950,180)ph
set(49,-20040,50750,0)
set(49,-20040,47950,0)
set(49,-18640,50750,180)
set(10,-19340,40950,0)
set(49,-20040,39550,0)
set(49,-18640,36750,180)
set(49,-20040,36750,0)
set(49,-18640,39550,180)
set(49,-18640,42350,180)
set(49,-20040,45150,0)
set(49,-20040,42350,0)
set(49,-18640,45150,180)ph
set(10,-19340,24150,0)
set(49,-20040,22750,0)
set(49,-18640,22750,180)
set(49,-18640,25550,180)
set(49,-20040,25550,0)
set(49,-20040,28350,0)
set(49,-18640,28350,180)
chk(40,-19340,24150,0)
set(23,-19340,16100,180)
set(56,-19340,19152,180)pr
set(10,-19340,13300,0)
set(57,-19340,16351,180)pr
set(23,-23100,12000,90)
set(23,-15575,12000,-90)
set(23,-15575,12000,90)
set(10,-19340,7700,0)
set(51,-15575,12000,0)
set(23,-23100,12000,-90)
set(51,-23100,12000,0)
set(58,-19340,13066,180)pr
set(10,-19340,2100,0)
set(58,-19340,8524,0)pr
set(23,-15575,2325,-90)
set(23,-15575,2325,90)
set(51,-15575,2325,0)
set(23,-23100,2325,90)
set(23,-23100,2325,-90)
set(51,-23100,2300,0)
set(58,-19340,4736,180)pr
set(10,-19340,-3500,0)
set(59,-19340,1639,180)pr
set(59,-19340,-39,0)pr
set(23,-19340,-6300,0)
set(58,-19340,-3136,0)pr
set(57,-19340,-6421,0)pr
set(14,-19340,-13170,90)
set(56,-19340,-9222,0)pr
set(10,-14790,-13170,90)p
set(13,-9160,-11650,-60)p
set(23,-6330,-10130,90)
chk(40,-5340,-10150,90)
set(23,-1750,-10150,-90)p
set(14,0,-10150,180)pt
set(10,0,-5600,0)p
set(15,-36401,13480,-90)
set(24,-33601,13480,-90)
fix(41,-39201,13480,-1760,90)
set(24,-39201,13480,90)
set(55,-37285,13480,90)
set(24,-38525,1496,-90)
set(15,-41325,1496,-90)
set(24,-44125,1496,90)
set(55,-42464,1496,90)
set(44,-5550,63350,0)
set(44,-5550,57750,180)
set(35,-5550,60550,0)
set(16,-5550,52150,180)
set(15,-5550,46550,180)
set(35,-5900,46900,0)
set(15,-5550,40950,180)
set(35,-5300,44025,0)
set(24,-5550,38150,180)
set(35,-5550,40350,0)
set(23,-69184,26300,-90)
set(24,-5550,66150,0)


set(65,2422,1923,0)
set(66,-2129,2071,90)
set(65,-3472,9760,180)
set(65,2840,19928,-90)
set(65,-4048,29912,0)
set(65,-14948,35700,90)
set(65,-29116,30532,180)
set(65,-44996,29892,-90)
set(65,-57528,37176,0)
set(65,-74720,28144,90)
set(65,-83332,23720,180)
set(65,-75964,10720,-90)
set(65,-76892,1164,0)
set(65,-61536,-5376,90)
set(65,-55588,15196,-90)
set(65,-48352,44876,0)
set(65,-46020,68948,90)
set(65,-26368,65964,180)
set(65,-15812,59060,-90)
set(65,-16868,19624,0)
set(65,-22976,6912,90)
set(65,-15872,-10740,180)
set(66,-3548,-6556,-90)
set(66,1640,13368,0)
set(66,-2416,20956,90)
set(66,1884,34664,180)
set(66,-13408,29364,-90)
set(66,-35112,34760,0)
set(66,-46228,35036,90)
set(66,-58524,30012,180)
set(66,-68696,35592,-90)
set(66,-82216,33984,0)
set(66,-81992,13608,90)
set(66,-82524,5800,180)
set(66,-76716,-1404,-90)
set(66,-60384,-5556,0)
set(66,-49124,112,90)
set(66,-54124,7168,180)
set(66,-48800,23960,-90)
set(66,-54704,50544,0)
set(66,-48412,62868,90)
set(66,-38356,62980,180)
set(66,-27332,71848,-90)
set(66,-21864,61068,0)
set(66,-22888,46660,90)
set(66,-22256,29768,180)
set(66,-21712,14660,-90)
set(66,-14200,5644,0)
set(66,-22148,-3512,90)
set(66,-9980,-4008,180)
set(67,2680,2764,-90)
set(67,-2268,16388,0)
set(67,3424,28664,90)
set(67,-8648,36708,180)
set(67,-9312,30132,-90)
set(67,-33832,35528,0)
set(67,-40756,29352,90)
set(67,-64164,29976,180)
set(67,-76188,30656,-90)
set(67,-83464,24988,0)
set(67,-77268,19472,90)
set(67,-82428,2048,180)
set(67,-76484,-5264,-90)
set(67,-54016,3056,0)
set(67,-49376,16948,90)
set(67,-53324,23836,180)
set(67,-53384,43436,-90)
set(67,-53700,64672,0)
set(67,-35192,69244,90)
set(67,-15896,60444,180)
set(67,-15924,51508,-90)
set(67,-22272,23736,0)
set(67,-4376,-13020,90)
set(68,-2164,-2044,-90)
set(68,2496,11308,0)
set(68,-4204,34744,0)
set(68,-16716,30544,90)
set(68,-29288,34784,180)
set(68,-43372,35976,-90)
set(68,-73056,30752,0)
set(68,-77272,24044,90)
set(68,-83212,8148,180)
set(68,-70084,-424,0)
set(68,-54620,824,90)
set(68,-49024,40352,180)
set(68,-43684,55736,-90)
set(68,-16384,44624,90)
set(68,-10220,10948,0)
set(68,-22496,-12736,90)
set(69,-4556,-3988,180)
set(69,1268,-11296,-90)
set(69,-3344,26208,0)
set(69,-10200,29956,90)
set(69,-49148,30624,180)
set(69,-63460,36700,-90)
set(69,-82180,26940,0)
set(69,-77520,7652,90)
set(69,-82304,-3436,180)
set(69,-64396,1208,-90)
set(69,-49280,14304,0)
set(69,-55416,42952,90)
set(69,-44872,61084,180)
set(69,-15340,50696,-90)
set(69,-22612,36992,0)
pile(9149,4,4,-3536,5982)
pile(7801,2,4,-4240,5344)
pile(8328,2,2,-3558,5014)
pile(2124,4,5,-3800,4420)
pile(2337,4,5,2496,-2362)
pile(3492,4,5,2122,-3220)
pile(2717,2,4,3310,-3814)
pile(9893,2,4,2254,-1020)
pile(5695,3,6,3200,14410)
pile(5203,3,6,2320,15048)
pile(7277,2,5,-2718,14740)
pile(4147,2,5,-2748,15608)
pile(3149,4,6,-3430,15102)
pile(9148,2,5,-2264,15102)
pile(4700,3,6,2138,25158)
pile(2503,4,4,2204,26588)
pile(6579,6,5,-2482,27798)
pile(8549,5,4,2358,27996)
pile(3457,2,3,-3230,28744)
pile(2304,4,3,-3626,27578)
pile(732,4,3,-1362,36054)
pile(196,3,4,-218,35812)
pile(8912,5,4,-1604,37220)
pile(8329,5,4,-12540,36028)
pile(360,3,5,-11484,36358)
pile(8761,3,4,-11528,35456)
pile(7524,3,4,-10436,36202)
pile(3331,5,3,-11756,38138)
pile(218,4,5,-12482,39150)
pile(506,4,5,-15712,29006)
pile(2976,4,5,-14700,28104)
pile(2596,6,6,-16108,27642)
pile(2125,2,5,-14986,27158)
pile(8489,2,5,-27276,36402)
pile(6713,5,4,-27958,37524)
pile(3226,2,5,-26484,37326)
pile(6289,4,6,-28178,36424)
pile(4567,5,5,-26440,35126)
pile(8647,5,5,-35602,29924)
pile(9087,5,5,-36218,30584)
pile(4557,5,5,-34216,30342)
pile(131,5,5,-37098,29522)
pile(6047,5,5,-40548,35874)
pile(7309,4,6,-38920,35566)
pile(2532,5,6,-39580,36886)
pile(4242,3,3,-39074,36182)
pile(2683,3,4,-39602,35676)
pile(100,3,4,-48142,36282)
pile(588,4,6,-48208,35468)
pile(2627,3,5,-55874,29556)
pile(7719,3,5,-54862,29292)
pile(6910,4,3,-55236,30150)
pile(161,3,5,-56952,29204)
pile(9494,3,5,-77372,34462)
pile(3871,4,3,-76206,34968)
pile(1571,5,4,-74226,34132)
pile(4829,5,4,-75150,34924)
pile(3311,5,4,-68650,29645)
pile(9812,5,4,-69595,28840)
pile(9992,6,4,-68020,28385)
pile(4310,6,4,-82290,30445)
pile(8811,5,6,-77320,27820)
pile(4497,5,3,-76795,27015)
pile(9421,5,6,-76340,27820)
pile(8953,3,4,-75745,26525)
pile(3840,4,3,-76795,26140)
pile(7206,4,3,-75850,25370)
pile(9433,6,4,-82625,19735)
pile(9889,5,4,-82975,18510)
pile(3449,4,2,-83920,19455)
pile(7871,2,4,-81785,18545)
pile(6809,5,4,-75835,13400)
pile(8354,5,3,-77485,14160)
pile(2601,5,4,-77240,12095)
pile(77,5,4,-75175,14930)
pile(29,5,4,-82945,3660)
pile(271,5,4,-84170,2365)
pile(172,5,6,-84030,4780)
pile(897,4,3,-76960,2715)
pile(3896,4,3,-75665,4395)
pile(3541,4,3,-76540,4990)
pile(6777,2,4,-76295,3520)
pile(4403,5,3,-77135,3905)
pile(5318,5,3,-80185,-6235)
pile(5968,5,3,-82005,-5465)
pile(693,3,3,-70770,-1230)
pile(2928,2,2,-72100,-285)
pile(5086,5,5,-71785,765)
pile(9947,5,5,-55480,-6630)
pile(1909,5,2,-55690,-7610)
pile(6560,3,4,-53485,-8205)
pile(6616,3,2,-53380,-6910)
pile(5029,3,5,-54395,-7715)
pile(6154,3,5,-56775,-8625)
pile(3411,3,5,-57075,5360)
pile(6327,5,4,-56235,4450)
pile(7159,5,4,-58090,4275)
pile(9374,5,5,-55710,6445)
pile(8515,4,4,-58195,6130)
pile(111,3,5,-58475,11415)
pile(9105,3,3,-60015,10400)
pile(6963,4,3,-60855,11800)
pile(8415,6,4,-58895,10260)
pile(2739,6,4,-46295,10700)
pile(4486,6,4,-48675,11190)
pile(3405,6,4,-49655,10140)
pile(3666,4,4,-49270,4365)
pile(3328,4,4,-48605,3385)
pile(450,4,4,-47980,-4682)
pile(8397,5,4,-47926,-3278)
pile(3948,5,4,-46515,26470)
pile(9088,5,4,-48450,26785)
pile(8922,5,4,-48045,24805)
pile(8830,5,4,-54870,46960)
pile(8861,5,4,-55995,48715)
pile(1419,5,2,-56535,47635)
pile(152,4,2,-54555,48580)
pile(8602,4,2,-48435,47905)
pile(1348,3,4,-47355,52585)
pile(5859,3,6,-47625,54430)
pile(1207,6,2,-47400,51235)
pile(1810,6,2,-46005,49660)
pile(6630,2,3,-53660,71610)
pile(2302,5,4,-51815,71610)
pile(4499,4,6,-54470,67335)
pile(3690,6,4,-53480,70215)
pile(9252,6,2,-53030,72465)
pile(6360,3,2,-54560,71295)
pile(171,3,2,-36268,68762)
pile(2028,5,3,-38270,69074)
pile(7542,4,6,-37516,68216)
pile(7716,5,6,-38088,66682)
pile(5191,5,6,-37648,71051)
pile(8184,5,5,-31303,67714)
pile(9251,4,5,-33465,68513)
pile(2391,4,5,-20493,71615)
pile(1817,4,5,-23877,72508)
pile(9398,3,4,-22326,70675)
pile(6141,3,5,-24394,71239)
pile(2941,3,5,-23875,58675)
pile(4410,2,4,-23375,57825)
pile(5772,6,6,-24200,57375)
pile(1114,5,5,-15225,55750)
pile(6903,5,5,-16225,63125)
pile(2591,2,4,-14350,62925)
pile(6541,3,6,-17100,64025)
pile(9024,2,5,-24275,62800)
pile(6872,4,4,-23675,62725)
pile(1878,4,4,-13500,-8600)
pile(9840,4,4,-13950,-7175)
pile(7406,4,4,-12650,-7075)
pile(2983,4,4,-9500,-1275)
pile(4502,4,4,-11250,-1700)
pile(9796,5,4,-10300,-2175)
pile(7025,5,4,-11525,-50)
pile(8372,4,4,-9075,325)
pile(8641,4,4,-10406,18332)
pile(6443,4,4,-9884,16998)
pile(9352,4,4,-1636,58810)
pile(2687,4,4,-10104,56316)
pile(6100,3,2,-12366,58752)
pile(626,4,3,-9060,57592)
pile(9594,4,3,-30364,50830)
pile(1593,6,6,-31698,49322)
pile(6320,3,5,-30016,48104)
pile(8190,3,5,-32628,43116)
pile(3545,3,5,-31700,45262)
pile(1829,3,5,-65594,16712)
pile(2385,4,4,-65130,14798)
pile(8459,4,3,-67218,14798)
pile(5805,2,4,-65826,6040)
pile(6216,2,4,-66586,4282)
pile(3380,4,3,-66586,7646)
pile(7402,5,5,-68036,6892)
pile(2524,5,5,-65856,54116)
pile(2576,5,5,-68524,49882)
pile(3978,5,5,-65450,49592)
pile(8549,5,5,-67480,52260)
pile(822,5,5,-30138,4106)
pile(8267,5,5,-28630,15126)
pile(2535,5,5,-27180,12922)
pile(2888,5,6,-34952,20462)
pile(9541,4,3,-33502,16866)
pile(2318,4,3,-39244,7296)
pile(6249,4,4,-37272,8050)
pile(1769,4,3,-37388,6368)
pile(7047,3,5,-27238,7644)
pile(3095,3,5,-33038,1960)
pile(5876,2,2,-31414,3062)
pile(2797,2,2,-32168,3932)
pile(3910,6,6,-32632,18722)
pile(4681,6,6,-31008,1264)
set(65,-49150,8300,0)

maxl(19,-86056,-14048)
maxb(19,-16448,-83656)
maxr(19,5143,-14048)
maxt(19,74751,-83656)

