
name(He Is Coming For You Next)

snap(21,5,-40)
sky(198,201,255)
fog(209,184,174)
clouds(255,255,255,10,-1156)
ground(198,187,165)
pile(6999,3,2,-16450,38455)
pile(3266,3,2,1745,34050)
pile(2037,3,2,1745,28990)
pile(1858,6,5,2405,25030)
pile(3869,3,4,-27910,21490)
pile(9983,3,4,-27580,19840)
pile(1892,3,4,-10810,34750)
pile(6832,6,5,-22746,-2217)


maxr(11,4000,-10000)
maxb(7,-12400,-27200)
maxt(7,40400,-27200)
maxl(11,-29600,-10000)

