snap(15,-4,-21)
sky(187,195,227)
fog(204,186,176)
clouds(255,228,228,3,-1437)
ground(192,176,152)
set(10,55020,39200,180)
set(54,54320,39096,0)
set(54,54320,37968,0)
set(54,55720,37968,0)
set(54,55720,39096,0)
chk(40,55020,37175,0)
set(10,55020,33600,180)
set(54,55720,34944,0)
set(54,54320,36048,0)
set(54,54320,33744,0)
set(54,52360,35424,180)
set(54,54320,34920,0)
set(54,55720,33756,0)
set(54,55720,36076,0)
fix(41,55020,25200,-7000,0)
set(10,55020,28000,180)
set(50,55020,31400,180)pr
fix(41,55020,21202,-8000,0)
set(10,55020,22400,180)p
set(10,55020,16800,180)p
set(51,51660,19275,180)
set(10,55020,11200,180)
set(29,51660,11900,180)pr
set(10,55020,5600,180)p
set(10,55020,0,180)p
set(14,55020,-4550,180)pt
set(10,50470,-4550,90)
chk(40,48498,-4550,90)
set(10,44870,-4550,90)p
set(38,45570,-4550,-90)
set(38,44570,-4550,-90)
set(38,46570,-4550,-90)
set(22,41510,-4550,-90)p
set(38,43570,-4550,-90)
set(38,42570,-4550,-90)
set(10,38150,-4550,90)
set(38,38450,-4550,-90)
set(38,40450,-4550,-90)
set(38,41570,-4550,-90)
set(38,39450,-4550,-90)
set(38,37450,-4550,-90)
set(10,32550,-4550,90)
set(50,34500,-4550,90)pr
set(10,26950,-4550,90)
set(53,29625,-2425,90)pr
set(10,21350,-4550,90)
set(10,15750,-4550,90)p
set(10,10150,-4550,90)p
set(10,4550,-4550,90)
chk(40,6825,-4550,90)
set(14,0,-4550,90)pt
set(44,26678,32515,0)
set(43,26678,26915,180)
fix(41,26678,18798,-1500,0)
set(43,26678,21315,0)
set(55,26678,22880,0)
set(43,26678,15715,0)
set(43,26678,10115,0)
set(55,26678,14690,180)
set(44,26678,4515,180)
set(24,26678,35315,0)
set(24,26678,1715,180)
set(53,25600,-2500,-90)pr
set(24,41652,3444,180)
set(24,13841,3444,180)
set(44,41652,6244,180)
set(62,41426,5100,0)
set(63,42064,4000,0)
set(44,41652,11844,0)
set(35,42064,9300,180)
set(63,42064,12688,0)
set(63,41450,11200,90)
set(16,41652,17444,0)
set(15,41652,23044,0)
set(35,41426,24488,0)
set(63,41340,21170,90)
set(63,42064,22358,0)
set(24,41652,31444,0)
set(16,41652,28644,0)
set(63,41450,31910,-90)
set(44,13841,6244,180)
set(43,13841,11844,180)
set(43,13841,17444,180)
set(43,13841,23044,180)
set(34,13841,18775,0)
set(43,13841,28644,180)
set(44,13841,34244,0)
set(24,13841,37044,0)

set(73,1575,4025,0)
set(73,-1465,6634,90)
set(73,1441,7633,180)
set(73,-1370,16671,-90)
set(73,1718,24171,0)
set(73,-1967,30902,90)
set(73,2024,35894,180)
set(73,-1572,40819,-90)
set(73,2201,45551,0)
set(73,5571,45172,90)
set(73,1963,42505,-90)
set(73,21470,42022,0)
set(73,19979,45550,90)
set(73,17921,46159,180)
set(73,25124,44059,-90)
set(73,23217,38520,0)
set(73,18954,38562,90)
set(73,11626,41667,180)
set(73,11017,38202,-90)
set(73,6740,37660,0)
set(73,5357,33681,90)
set(73,1766,31665,180)
set(73,5546,30279,-90)
set(73,5979,27168,0)
set(73,1548,27147,90)
set(73,5501,22798,180)
set(73,1732,20923,-90)
set(73,5840,19248,0)
set(73,1808,17127,90)
set(73,6088,11614,180)
set(73,1426,12328,-90)
set(73,5630,5686,0)
set(73,6386,8563,90)
set(73,5151,2013,180)
set(73,1539,606,-90)
set(73,5613,-1032,0)
set(73,9542,178,90)
set(73,6552,-3478,180)
set(73,19505,-731,-90)
set(73,22025,88,0)
set(73,31826,-752,90)
set(73,34347,-685,180)
set(73,36319,172,-90)
set(73,43591,-584,0)
set(73,48936,-785,90)
set(73,50154,1420,180)
set(73,49432,6328,-90)
set(73,49516,10992,0)
set(73,49175,16122,90)
set(73,53415,17887,180)
set(73,53373,928,-90)
set(73,52932,4429,0)
set(73,53478,8429,90)
set(73,53482,15294,180)
set(73,49436,21529,-90)
set(73,49717,29500,0)
set(73,53528,35063,90)
set(73,49112,37958,180)
set(73,48986,41992,-90)
set(73,52739,41383,0)
set(73,43655,42118,90)
set(73,37502,38737,180)
set(73,35849,42581,-90)
set(73,32189,37955,0)
set(73,30341,42470,90)
set(73,27548,40685,180)
set(73,28766,44822,-90)
set(73,35633,45263,0)
set(73,45751,37955,90)
set(73,42559,45242,180)
set(73,48202,46259,-90)
set(73,52024,44894,0)
set(73,56785,39413,90)
set(73,53425,38048,180)
set(73,57164,35374,-90)
set(73,56828,32119,0)
set(73,53048,31783,90)
set(73,56905,29814,180)
set(73,53329,28831,-90)
set(73,56920,27298,0)
set(73,56584,24925,90)
set(73,53434,25093,180)
set(73,56710,27571,-90)
set(73,56815,20470,0)
set(73,53308,22465,90)
set(73,56899,17089,180)
set(73,56668,13130,-90)
set(73,53812,11597,0)
set(73,57109,8447,90)
set(73,56684,1655,180)
set(73,56999,-1789,-90)
set(73,55688,-5541,0)
set(73,52853,-2958,90)
set(73,47921,-6000,180)
set(73,41732,-6294,-90)
set(73,34669,-6420,0)
set(73,29417,-5727,90)
set(73,22770,-6651,180)
set(73,17644,-5962,-90)
set(73,13169,-5912,0)
set(73,7858,-6353,90)
set(73,81,-6466,180)
set(73,1215,-3022,-90)
set(73,-1857,-417,0)
set(73,-1584,2642,90)
set(74,1357,5033,180)
set(74,-1541,4718,-90)
set(74,-2150,7238,0)
set(74,2050,7238,90)
set(74,-1709,10730,180)
set(74,1935,15353,-90)
set(74,-1788,14401,0)
set(74,-1601,19653,90)
set(74,1544,19432,180)
set(74,-1584,22645,-90)
set(74,-1550,26509,90)
set(74,1374,29659,180)
set(74,-2264,29837,-90)
set(74,-1703,34847,0)
set(74,1782,36241,90)
set(74,-1663,38361,180)
set(74,-1714,42711,-90)
set(74,3833,45459,0)
set(74,4105,42354,90)
set(74,9942,42405,180)
set(74,16819,45686,-90)
set(74,18014,42190,0)
set(74,22094,42394,90)
set(74,21074,38535,180)
set(74,26108,42228,-90)
set(74,25071,40290,0)
set(74,16391,38487,90)
set(74,14300,38912,180)
set(74,9212,38272,-90)
set(74,5314,38544,0)
set(74,5637,35619,90)
set(74,5144,31983,180)
set(74,5011,27582,-90)
set(74,5283,24041,0)
set(74,5109,21316,90)
set(74,5857,18358,180)
set(74,4401,16511,-90)
set(74,5574,13242,0)
set(74,4741,11797,90)
set(74,4979,7354,180)
set(74,4928,10142,-90)
set(74,5166,3575,0)
set(74,4741,-286,90)
set(74,6866,-660,180)
set(74,2633,-2853,-90)
set(74,7923,-129,0)
set(74,11085,-588,90)
set(74,15095,-1064,180)
set(74,18027,-938,-90)
set(74,22870,-819,0)
set(74,24646,-768,90)
set(74,30115,-88,180)
set(74,36254,-615,-90)
set(74,39282,-224,0)
set(74,45761,-445,90)
set(74,50030,-275,180)
set(74,49839,4221,-90)
set(74,49635,8902,0)
set(74,49278,13283,90)
set(74,50145,19827,180)
set(74,50094,25759,-90)
set(74,49482,32133,0)
set(74,49380,35756,90)
set(74,47459,38391,180)
set(74,44414,42228,-90)
set(74,35741,38562,0)
set(74,29945,38140,90)
set(74,26817,40078,180)
set(74,31103,41837,-90)
set(74,32452,45313,0)
set(74,39213,45058,90)
set(74,47744,45616,180)
set(74,54900,45293,-90)
set(74,56659,41616,0)
set(74,55945,43996,90)
set(74,56969,37220,180)
set(74,53501,36455,-90)
set(74,57190,33905,90)
set(74,56374,28974,180)
set(74,56969,26276,-90)
set(74,53790,26395,0)
set(74,57003,22476,90)
set(74,56561,19501,180)
set(74,56578,16031,-90)
set(74,56612,10753,0)
set(74,53586,13490,90)
set(74,56768,8786,180)
set(74,56955,4756,-90)
set(74,56819,256,0)
set(74,53011,1990,90)
set(74,53147,5849,180)
set(74,56819,-696,-90)
set(74,53062,-1847,0)
set(74,56445,-4567,90)
set(74,56411,-2153,180)
set(74,51303,-5898,-90)
set(74,49603,-6187,0)
set(74,44375,-6000,90)
set(74,40280,-6677,180)
set(74,37508,-6432,-90)
set(74,33008,-6449,0)
set(74,30528,-6402,90)
set(74,25286,-6242,180)
set(74,19337,-6830,-90)
set(74,14558,-6455,0)
set(74,9871,-6999,90)
set(74,4854,-5999,180)
set(74,1864,-6353,-90)
set(74,-1451,-4874,0)
set(74,-2203,-2170,90)
set(75,1388,1756,0)
set(75,-1828,1388,90)
set(75,-1988,5468,180)
set(75,1628,6620,-90)
set(75,1356,10768,0)
set(75,-1364,9568,90)
set(75,-1828,15660,180)
set(75,1612,16252,-90)
set(75,-1780,21340,0)
set(75,-2084,18332,90)
set(75,-2068,24184,180)
set(75,-1700,28184,-90)
set(75,-1572,32544,0)
set(75,1412,25352,90)
set(75,-1884,37096,180)
set(75,-556,44936,-90)
set(75,2692,44968,0)
set(75,6380,42420,90)
set(75,11508,41892,180)
set(75,15588,42200,-90)
set(75,27176,43900,0)
set(75,25176,42796,90)
set(75,23288,44812,180)
set(75,23928,39004,-90)
set(75,17644,38772,0)
set(75,20684,42404,90)
set(75,13128,38956,180)
set(75,9896,38844,-90)
set(75,7640,38044,0)
set(75,4980,37292,90)
set(75,5684,34260,180)
set(75,5928,28432,-90)
set(75,5096,25104,0)
set(75,5176,14900,90)
set(75,5896,6728,180)
set(75,4984,9176,-90)
set(75,4352,896,0)
set(75,9268,-928,90)
set(75,5908,-3524,180)
set(75,10464,-760,-90)
set(75,12560,-40,0)
set(75,13040,-888,90)
set(75,8536,-6080,180)
set(75,10552,-6080,-90)
set(75,15736,-6352,0)
set(75,16752,-712,90)
set(75,18896,-5768,180)
set(75,21092,-216,-90)
set(75,21876,-5960,0)
set(75,20468,-6008,90)
set(75,24524,-6136,180)
set(75,26620,-1272,-90)
set(75,26956,-6264,0)
set(75,28632,-776,90)
set(75,25416,-696,180)
set(75,33068,-760,-90)
set(75,32444,24,0)
set(75,28888,-6204,90)
set(75,39516,-6004,180)
set(75,46152,-6244,-90)
set(75,40612,-168,0)
set(75,43300,232,90)
set(75,47472,64,180)
set(75,50276,-1136,-90)
set(75,51888,-3132,0)
set(75,53136,-6360,90)
set(75,57472,-3104,180)
set(75,49660,2652,-90)
set(75,53100,3184,0)
set(75,56284,3648,90)
set(75,49884,7440,180)
set(75,53580,7664,-90)
set(75,49884,12544,0)
set(75,57196,12480,90)
set(75,50008,14828,180)
set(75,56920,14956,-90)
set(75,53304,13868,0)
set(75,53352,12924,90)
set(75,50024,17412,180)
set(75,56904,18036,-90)
set(75,53072,21024,0)
set(75,53168,23936,90)
set(75,49696,24516,180)
set(75,50064,23380,-90)
set(75,57116,23284,0)
set(75,49716,27476,90)
set(75,52976,30380,180)
set(75,49344,31212,-90)
set(75,49648,34268,0)
set(75,52960,36652,90)
set(75,53040,39104,180)
set(75,52976,32784,-90)
set(75,50636,41944,0)
set(75,47388,42248,90)
set(75,46364,38504,180)
set(75,56720,37888,-90)
set(75,57520,40736,0)
set(75,56072,44936,90)
set(75,50280,45796,180)
set(75,44216,45700,-90)
set(75,39620,42500,0)
set(75,33792,45292,90)
set(75,37440,45948,180)
set(75,33504,42092,-90)
set(75,28860,38644,0)
set(75,34180,38280,90)
set(75,49308,38436,180)
set(65,9265,35599,-90)
set(65,8390,22786,0)
set(65,31940,26987,90)
set(65,36735,15063,180)
set(65,20272,7711,-90)
set(65,16347,616,0)
set(65,35107,32681,90)
set(65,46942,31388,180)
set(65,46090,17390,-90)
set(65,44664,3964,0)
set(65,33201,6538,90)
set(65,9274,5705,180)
set(66,8164,8295,-90)
set(66,7739,20255,0)
set(66,18409,21980,90)
set(66,21092,34870,180)
set(66,33850,20625,-90)
set(66,31275,8800,0)
set(66,37250,3050,90)
set(67,9092,34858,180)
set(67,20290,27330,-90)
set(67,19812,14830,0)
set(67,9096,5061,90)
set(67,21973,3677,180)
set(67,38540,27988,-90)
set(67,46468,22316,0)
set(68,46256,8524,90)
set(68,34104,14952,180)
set(68,20568,5132,-90)
set(68,9036,11196,0)

maxl(12,-3690,-6487)
maxb(13,-8887,-1290)
maxr(12,58710,-6487)
maxt(13,48713,-1290)
