
name(The Stretch)

snap(22,-5,-30)
sky(199,225,255)
fog(184,214,247)
clouds(199,226,255,0,-1500)
ground(203,204,200)
set(72,-3584,261524,90)
set(72,-2048,315520,180)
set(72,-3392,350968,-90)
set(72,4256,391976,0)
set(72,4928,363064,90)
set(66,-2332,379808,180)
set(68,3127,376642,-90)
set(68,3625,342018,90)
pile(9884,3,4,-2175,-225)
pile(5236,3,6,-4000,2100)
pile(7308,5,5,3275,6775)
pile(8442,5,5,2475,-2300)
pile(3364,5,5,-2575,-4725)
pile(8017,2,2,-4025,-225)
pile(9765,2,2,-4000,7375)
pile(9052,4,3,-2750,6900)
pile(8301,4,3,-2675,13250)
pile(439,2,6,-2750,12275)
pile(9476,2,6,3275,11300)
pile(5398,2,6,3050,15650)
pile(9296,2,6,-1950,21125)
pile(5287,5,4,3075,23500)
pile(1877,5,4,-3575,29250)
pile(0,5,4,2725,35075)
pile(2083,2,5,3000,34050)
pile(5778,2,5,2540,29300)
pile(5907,2,5,-4468,28148)
pile(3823,2,5,-2964,35284)
pile(3711,2,3,5580,44720)
pile(4763,4,4,4012,45808)
pile(8700,4,4,-4940,55996)
pile(1351,4,4,-3820,58748)
pile(9644,2,3,-3514,47974)
pile(4557,2,3,-2732,55978)
pile(7237,2,3,-3376,54644)
pile(5749,2,3,3386,59014)
pile(9083,2,3,2508,64156)
pile(9393,2,3,4664,65696)
pile(6828,2,3,-4492,65948)
pile(9857,2,3,-3092,71268)
pile(3201,4,5,3544,69952)
pile(9537,4,5,3908,67292)
pile(3421,4,5,4456,74040)
pile(6726,3,3,5436,75860)
pile(765,4,6,-2908,81936)
pile(8212,2,3,-3636,83868)
pile(4218,2,3,4204,83952)
pile(9130,2,3,-4028,82860)
pile(8694,6,4,-3648,88816)
pile(6012,4,6,-4432,87388)
pile(8262,5,2,2904,89040)
pile(4453,5,6,3912,89600)
pile(7348,5,5,4108,87864)
pile(4280,4,5,3716,92176)
pile(8852,6,3,-4328,107116)
pile(8934,2,5,-3236,107732)
pile(7109,5,6,4636,112736)
pile(6356,3,3,-3568,112960)
pile(7070,3,3,-4352,114080)
pile(4071,3,3,-4856,111784)
pile(1314,3,3,5700,116750)
pile(7942,3,3,4700,115350)
pile(731,3,3,4050,119100)
pile(5777,3,3,-4750,120400)
pile(2744,3,5,3550,120850)
pile(5524,3,5,5750,123800)
pile(1880,4,4,4308,131068)
pile(912,4,4,-2768,138840)
pile(7904,5,6,3236,141070)
pile(4127,5,6,3160,142742)
pile(9305,5,6,-4022,155426)
pile(6651,5,6,-3224,155768)
pile(9454,3,6,-5048,156642)
pile(1208,3,6,1184,167180)
pile(6080,3,6,1298,166306)
pile(1548,3,6,3578,175566)
pile(1710,3,6,2552,175338)
pile(5335,3,6,2666,174008)
pile(5164,3,6,-2108,183598)
pile(7750,3,6,-1766,182800)
pile(6161,4,2,-3058,182458)
pile(9942,4,2,2528,192092)
pile(6693,4,2,2452,193156)
pile(299,3,2,-4084,196804)
pile(9442,3,2,-2944,196576)
pile(88,3,6,2186,194296)
pile(2868,3,6,3858,203620)
pile(4304,3,6,2680,203696)
pile(2405,2,4,-4578,211372)
pile(2872,2,4,-3400,211900)
pile(9385,2,4,-2792,211216)
pile(2506,2,4,3644,221622)
pile(8172,2,4,2884,220710)
pile(1519,2,4,3720,220482)
pile(6697,4,4,2542,221698)
pile(2630,4,4,-3652,228414)
pile(2198,4,5,-5324,228718)
pile(7461,4,5,-4564,227084)
pile(1908,4,5,3104,242136)
pile(1577,4,5,3522,241376)
pile(4779,5,5,-3394,241490)
pile(7290,6,4,3484,239932)
pile(9679,6,4,-2216,252792)
pile(6079,6,4,2724,258682)
pile(3854,2,3,-2862,252070)
pile(5068,2,3,-3356,253134)
pile(653,4,6,2686,256744)
pile(8128,4,6,-1836,260014)
pile(3092,4,6,-2406,261268)
pile(3293,4,6,-1798,262370)
pile(7901,4,6,2222,274010)
pile(8377,4,6,2868,273060)
pile(5414,4,5,-4352,271578)
pile(2045,4,5,-1870,287868)
pile(1584,4,5,-2896,287146)
pile(5043,4,5,4476,302762)
pile(7706,4,5,1626,303864)
pile(5980,4,5,-2696,313520)
pile(5756,2,5,-3874,312152)
pile(1709,2,5,-2658,312228)
pile(2523,2,5,3154,338400)
pile(781,5,3,-3686,338324)
pile(9768,5,3,2758,345500)
pile(954,5,3,4488,401454)



maxl(87,-6000,-5000)
maxr(87,6000,-5000)
maxb(3,-7400,-4800)
maxt(3,410200,-4800)










