
snap(-20,10,40)
sky(231,231,231)
fog(184,205,232)
clouds(255,255,255,0,-1500)
ground(172,189,230)
pile(4683,5,2,-9240,56200)
pile(264,5,2,-9480,53240)
pile(3979,5,2,-11480,56480)
pile(400,5,2,-10720,57560)
pile(3200,5,4,-8400,52160)
pile(4620,5,4,-22480,51500)
pile(8233,5,4,-20360,52420)
pile(7082,5,4,-21920,52500)
pile(8448,5,4,-27000,57340)
pile(1222,5,4,-28160,57900)
pile(1546,5,4,-38200,57720)
pile(6125,3,2,-38520,58960)
pile(9691,5,4,-37560,58840)
pile(8409,5,4,-52060,55660)
pile(657,2,3,-51380,54140)
pile(2465,2,3,-52460,54540)
pile(9311,3,3,-45860,43640)
pile(1814,2,5,-45420,43440)
pile(955,5,5,-46060,42560)
pile(4657,5,5,-49940,29960)
pile(4100,5,5,-48860,29880)
pile(1685,5,5,-49020,30760)
pile(3131,5,5,-39360,27000)
pile(4683,6,3,-40880,28480)
pile(951,6,3,-46000,25600)
pile(861,3,4,-51680,18560)
pile(4387,3,4,-51720,16880)
pile(8895,3,4,-45240,11100)
pile(9841,6,3,-50800,17460)
pile(2786,6,3,-44320,12060)
pile(487,4,6,-45280,12020)
pile(1062,4,6,-39940,4220)
pile(3939,5,4,-39060,5340)
pile(1819,5,4,-40500,5220)
pile(8303,5,4,-40440,17940)
pile(2853,5,4,-39560,18940)
pile(5131,3,2,-38680,17780)
pile(5092,3,2,-41280,20100)
pile(4551,6,5,-51480,5740)
pile(428,5,3,-51920,7060)
pile(8543,3,3,-52760,5900)
pile(6755,4,6,-50520,6380)
pile(3567,4,6,-51000,1220)
pile(1925,6,3,-51680,2620)
pile(6093,6,3,-39420,-7620)
pile(1169,6,3,-38860,-4980)
pile(1330,2,4,-37340,-6740)
pile(3288,2,4,-38940,-6420)
pile(3357,2,4,-41900,-13660)
pile(533,2,4,-41140,-11620)
pile(3873,3,6,-40660,-12500)
pile(5232,3,6,-41940,-12700)
pile(692,5,4,-42860,-10900)
pile(4024,5,4,-27780,-2240)
pile(9642,5,4,-26500,-1800)
pile(7342,3,2,-27660,-1160)
pile(7794,6,3,-29220,-4200)
pile(3789,6,3,-13300,-13980)
pile(2960,6,3,-12780,-12460)
pile(4487,6,3,-14380,-10700)
pile(7879,6,3,-13860,-18740)
pile(5574,6,3,-12560,-18020)
pile(1604,2,4,-14320,-17820)
pile(3443,2,4,-15160,-18460)
pile(2392,2,4,-14120,-12540)
pile(1810,2,4,-8320,-10620)
pile(9599,2,4,-8400,-12500)
pile(3090,2,4,-3300,-5180)
pile(3272,2,4,-3380,-4100)
pile(3664,4,5,-4020,-4700)
pile(5519,6,5,-2660,-4700)
pile(4522,6,5,3040,16800)
pile(3230,6,5,3720,18000)
pile(1058,4,6,4160,16960)
pile(2130,4,6,-9480,24140)
pile(3428,5,3,-10160,25460)
pile(5437,5,2,-10640,24220)
pile(8480,5,2,-8760,25820)
pile(7720,5,3,-9140,42720)
pile(42,5,3,-8060,41920)
pile(3634,5,3,-16520,47840)
pile(6772,2,6,-18000,47440)
pile(3390,2,6,-17480,47960)
pile(6542,2,6,-23940,45460)
pile(6196,3,5,-23980,46460)
pile(1370,3,5,-23060,45940)
pile(640,3,5,-28780,46100)
pile(5307,3,5,-34380,46900)
pile(6916,4,4,-34300,45700)
pile(7435,4,4,-35500,45980)
pile(2884,4,4,-38940,51640)
pile(9392,4,4,-40300,52360)
pile(7333,4,4,-38020,52320)
pile(9613,4,6,-39340,52840)
pile(2378,4,6,-37840,42760)
pile(8780,4,6,-39760,42600)
pile(2007,4,6,-35780,35640)
pile(9721,3,5,-39260,35600)
pile(2781,4,5,-40500,35040)
pile(4182,5,3,-41460,33120)
pile(7780,4,6,-39640,32480)
pile(727,4,6,-34540,36400)
pile(8794,4,6,-30980,7940)
pile(1450,4,6,-29868,8200)
pile(6112,4,6,-14684,16481)
pile(2482,4,6,-14523,17792)
pile(4173,4,6,-22046,40493)
pile(4191,4,6,-23035,41321)
pile(44,5,4,-29574,40435)
pile(6410,5,4,-24191,23558)
pile(8970,5,4,-28630,18738)
pile(6980,5,4,-28885,25708)
pile(2872,5,4,-28470,34976)




maxr(17,5000,-16700)
maxt(13,62500,-55000)
maxl(17,-57400,-16700)
maxb(13,-19100,-55000)

//
//






