
snap(10,30,-38)
sky(192,189,255)
fog(175,178,211)
clouds(255,255,255,2,-1500)
ground(176,176,176)
set(66,-72425,-25125,-90)
set(67,-69525,-26125,0)
set(68,-76200,-23600,90)
set(69,-68475,-28925,180)
set(67,-66580,-25080,-90)
set(68,-28540,-1340,90)
set(69,-30360,-10320,180)
set(66,-32940,-11130,-90)
set(66,-27200,-4200,0)
set(65,-24410,-6780,90)
set(65,-40230,14620,180)
set(65,-9374,-13859,0)
set(65,-14553,-3397,90)
set(65,-8232,2924,180)
set(65,-19189,9935,-90)
set(65,-17297,2625,0)
set(65,-27875,14966,90)
set(65,-37226,17102,180)
set(65,-40365,11168,-90)
set(65,-46987,22262,0)
set(65,-67752,20306,90)
set(65,-69129,2848,180)
set(65,-72715,10225,-90)
set(65,-74134,5452,0)
set(65,-72134,23581,90)
set(65,-52241,16178,0)
set(65,-44849,-19312,90)
set(65,-61077,-27080,180)
set(65,-74278,-30348,-90)
set(65,-68666,-34343,0)
set(65,-54049,-34343,90)
set(65,-28393,-20419,180)
set(65,-23663,-15861,-90)
set(65,-10830,-18285,0)
set(66,-6195,-23280,90)
set(66,-16950,-17025,180)
set(66,-18975,-12480,-90)
set(66,-18530,-590,0)
set(66,-7880,-3620,90)
set(66,-12980,-9830,180)
set(66,-28410,5170,-90)
set(66,-52910,24840,0)
set(66,-58544,2292,90)
set(66,-59408,-2892,180)
set(66,-69340,4836,-90)
set(66,-77164,19380,0)
set(66,-75940,-4352,90)
set(66,-14168,27132,180)
set(66,-11384,19404,-90)
set(66,-15608,22140,0)
set(66,-14896,14912,90)
set(67,-11032,11832,180)
set(67,-14448,15472,-90)
set(67,-21552,15008,0)
set(67,-27208,21168,90)
set(67,-23708,-8532,180)
set(67,-10828,-3772,-90)
set(67,-16820,5636,0)
set(67,-25360,-28236,90)
set(67,-17464,-27004,180)
set(67,-5272,-14368,-90)
set(67,-45204,16420,0)
set(67,-71876,19500,90)
set(67,-74116,11212,180)
set(67,-62108,-16392,-90)
set(67,-60472,-35740,0)
set(67,-53640,-33892,90)
set(68,-10740,-21040,180)
set(68,-35400,-22060,-90)
set(68,-8800,10680,0)
set(68,-24500,14820,90)
set(68,-7860,19980,180)
set(68,-49740,19080,-90)
set(68,-43280,-20460,0)
set(68,-73400,18520,90)
set(69,-22720,-22700,180)
set(69,-45880,-18500,-90)
set(69,-6500,-4500,0)
set(69,-21080,-600,90)
set(69,-35060,15460,180)
set(69,-11380,20780,0)
set(69,-48840,22620,90)
set(69,-75380,11680,180)
set(69,-55660,10140,-90)
set(69,-61770,-15324,0)
set(69,-53310,-20985,-90)
pile(7927,2,2,-4311,-28296)
pile(773,2,2,-4912,-27743)
pile(1267,4,4,-4471,-26840)
pile(7380,4,4,-4492,-25181)
pile(5115,4,4,-5214,-11997)
pile(5100,4,4,-4206,-12228)
pile(5473,3,4,-4647,-12963)
pile(5653,4,5,-3723,-14727)
pile(3857,4,5,3176,-492)
pile(1539,6,6,3134,600)
pile(9746,2,3,3575,-261)
pile(7623,4,4,-3082,2028)
pile(6423,4,4,-4243,2658)
pile(6149,4,4,-5335,1293)
pile(5543,4,4,2642,12987)
pile(6517,4,4,2894,12189)
pile(1040,4,4,-3868,15717)
pile(9948,4,4,-4414,14646)
pile(6295,2,3,-4624,15318)
pile(1508,3,4,-3868,25020)
pile(3924,5,2,-3616,25944)
pile(7655,5,4,-4519,25818)
pile(6667,5,4,-8952,30495)
pile(9904,5,4,-12990,29319)
pile(3762,3,3,-12108,28374)
pile(9896,2,5,-13326,28269)
pile(7811,2,5,-12150,28857)
pile(8305,2,5,-12612,28143)
pile(5196,4,5,-19059,26106)
pile(9737,3,5,-20130,25749)
pile(7587,6,3,-20466,27387)
pile(4570,4,6,-26454,31020)
pile(6532,4,6,-43991,31108)
pile(7357,5,4,-43529,25984)
pile(5133,3,6,-42206,25501)
pile(3409,6,4,-42689,26593)
pile(7742,6,4,-59756,32618)
pile(656,3,4,-60890,33185)
pile(8878,3,4,-68772,26240)
pile(1275,2,6,-68142,26807)
pile(5109,4,3,-67848,25862)
pile(5590,3,2,-69696,25862)
pile(1301,3,2,-59752,24134)
pile(9300,6,4,-60193,22937)
pile(8768,5,5,-60256,17958)
pile(3056,3,3,-59920,18777)
pile(1311,4,3,-68692,17234)
pile(8387,2,4,-69553,17255)
pile(4466,5,2,-69175,16226)
pile(2608,5,2,-66247,11374)
pile(4602,4,3,-59401,13096)
pile(9038,6,2,-59968,11857)
pile(8216,6,2,-68110,6323)
pile(4384,3,3,-69496,7184)
pile(6451,5,5,-70126,6239)
pile(2747,5,5,-60248,-1274)
pile(2774,4,6,-58904,-1946)
pile(1408,5,4,-60689,-2765)
pile(489,4,2,-59324,-203)
pile(7585,4,3,-60395,-56)
pile(4501,4,3,-71395,-6724)
pile(9964,6,2,-70933,-13528)
pile(6329,4,5,-71626,-14907)
pile(5969,4,3,-69127,-13227)
pile(9897,4,3,-71134,-25356)
pile(5674,3,3,-71155,-26574)
pile(3284,4,4,-70336,-26574)
pile(827,4,4,-63328,-17810)
pile(4051,4,5,-61585,-17936)
pile(5249,4,5,-62236,-19070)
pile(7960,4,5,-58328,-11714)
pile(8956,4,5,-47136,-14024)
pile(9328,4,5,-47619,-15053)
pile(7336,6,3,-50496,-14948)
pile(3856,6,3,-48504,-17327)
pile(5698,5,4,-35295,-10240)
pile(1255,5,4,-34875,-9694)
pile(7063,5,4,-33737,4104)
pile(2304,5,3,-34472,4818)
pile(4211,5,4,-41444,5532)
pile(5138,5,4,-47843,5810)
pile(3760,4,5,-48578,6713)
pile(9704,5,2,-47360,7742)
pile(8521,5,2,-29383,-3769)
pile(5247,5,2,-29677,-1039)
pile(8292,5,2,-53824,-17584)
pile(8304,6,3,-52375,-17500)
pile(7892,6,3,-52877,-22828)
pile(1275,5,2,-51529,-22408)
pile(592,3,5,-51613,-23962)
pile(5689,3,5,-52642,-24214)
pile(6192,3,5,-50227,-23437)
pile(6418,3,5,-50080,-21463)
pile(389,3,5,-48694,-23458)
pile(9462,3,5,-51298,-20560)
pile(810,3,5,-57008,-33735)
pile(3727,5,4,-57953,-34932)
pile(1796,4,3,-59045,-34113)
pile(5859,4,3,-45003,-34638)
pile(8653,2,4,-44121,-34491)
pile(1996,3,4,-46095,-34827)
pile(3967,3,5,-45066,-35604)
pile(5312,3,5,-28702,-28067)
pile(5437,6,5,-28954,-26870)
pile(3269,6,6,-27358,-27038)
pile(3060,3,5,-32146,-24791)
pile(8582,6,6,-33175,-24077)
pile(6227,3,5,-31642,-23762)
pile(9994,3,5,-14395,-34312)
pile(555,6,5,-15298,-33787)
pile(930,6,5,2538,-24203)
pile(8367,5,4,2517,-8513)
pile(5914,5,4,2871,7612)
pile(5803,5,4,-35848,25863)
pile(8810,5,4,-51119,23530)
pile(7855,5,4,-72962,-6974)
pile(1006,5,4,-46358,-4312)
pile(4639,5,4,-58569,-22969)
pile(2848,5,4,-46955,-29012)
pile(1529,3,5,-46231,-28213)
pile(1883,4,6,-11373,-27949)
pile(2237,4,6,-15735,17165)
pile(2510,4,5,-16912,18166)
pile(2728,4,5,-17506,16538)
pile(2291,4,5,-17610,4805)
pile(3634,6,5,-16860,3512)
pile(7753,2,5,-17886,5996)
pile(4156,2,5,-16293,4727)
pile(2179,2,5,-18507,3998)
pile(8750,4,5,-19106,5310)
pile(4842,4,5,-19008,-13047)
pile(2891,4,4,-18808,-14066)
pile(9649,4,3,-20290,-14274)
pile(3538,4,3,-17222,-13702)
pile(1417,4,3,-34514,16802)
pile(8054,4,3,-31151,17921)
pile(9134,6,6,-33149,17975)
pile(2681,2,3,-35714,18083)
pile(2598,4,6,-35147,19433)
pile(1569,6,3,-37550,19082)
pile(8481,6,3,-29342,20027)
pile(8237,6,3,-45328,12595)
pile(9164,6,3,-76896,23018)
pile(6630,6,3,-74803,22655)
pile(2814,6,3,-73512,260)
pile(4742,6,3,-74912,1940)
pile(3910,3,5,-73332,-32376)
pile(2659,3,5,-72686,-31320)
pile(5365,3,3,-72620,-31870)
pile(2900,3,3,-73324,-31452)
pile(3567,3,3,-72928,-30176)
pile(6013,3,3,-30100,-16600)
pile(759,3,3,-30345,-17345)
pile(8939,4,6,-30702,-15560)




maxr(15,4000,-35000)
maxb(17,-37400,-75200)
maxl(15,-77600,-35000)
maxt(17,34600,-75200)






