
snap(25,-10,-50)
sky(194,224,255)
fog(217,212,188)
clouds(255,255,255,10,-1281)
ground(188,194,171)
set(75,5683,36573,180)
set(75,5456,22032,-90)
set(75,2702,21969,0)
set(75,4808,13761,90)
set(75,5256,4190,180)
set(69,-7959,-364,90)
set(69,-27796,2121,180)
set(69,-13397,12796,-90)
set(69,-6221,26820,0)
set(69,-11631,40903,90)
set(69,4774,16692,180)
set(67,1122,6191,-90)
set(67,-17353,27051,90)
set(67,543,31624,180)
set(66,-3642,39049,-90)
set(66,-14428,25698,0)
set(65,-6241,10904,90)
set(68,-19821,-2150,-90)
set(68,-25237,27295,0)
set(65,1258,18986,90)
pile(7617,4,4,-6005,-3555)
pile(3338,4,4,-7125,-3030)
pile(5345,6,5,-7650,-3800)
pile(9718,6,5,-18975,-1540)
pile(8063,6,5,-18135,-910)
pile(1304,4,4,-18730,-105)
pile(5497,4,4,-19920,-210)
pile(8161,4,4,-19885,10640)
pile(283,4,4,-19710,12215)
pile(9259,4,4,-21040,13650)
pile(5765,5,2,-7005,12885)
pile(4280,5,3,-6550,12080)
pile(2181,5,6,-8475,13130)
pile(9268,3,6,-13175,11205)
pile(842,3,6,-14435,11765)
pile(1326,3,6,-21515,25725)
pile(1831,3,2,-20815,26180)
pile(6410,5,5,-20710,25270)
pile(2572,5,5,-18610,26110)
pile(3944,5,5,-5585,24060)
pile(6688,5,5,-18335,39340)
pile(725,3,3,-17075,40180)
pile(2609,3,3,-17215,38535)
pile(2580,3,3,-7625,42700)
pile(5661,3,3,-7765,39480)
pile(1038,6,4,6115,29425)
pile(3095,6,4,1590,20695)
pile(6652,6,4,5425,5410)
pile(8841,2,4,5740,6390)
pile(9465,2,4,5180,7335)
pile(7870,2,4,6545,30720)
pile(5062,2,4,7000,26240)
pile(957,2,4,6615,27780)
pile(3530,5,3,7280,28235)



maxr(11,7000,-5100)
maxb(8,-7500,-29000)
maxl(11,-31400,-5100)
maxt(8,45300,-29000)






