set(21,-10040,-7840,180)p
set(15,-10040,-2240,0)
set(15,-10040,60,0)p
set(15,-10040,5660,0)p
set(15,-10040,11260,0)p
set(15,-10040,16860,0)p
set(15,-10040,22460,0)p
set(15,-10040,28060,0)p
set(15,-10040,33660,0)p
set(15,-10040,39260,0)p
set(16,-10040,44860,0)p
chk(42,-10040,47660,0)
set(17,-10040,49410,0)pt
set(21,-5490,49410,-90)p
set(22,-2130,49410,-90)p
set(10,1230,49410,90)p
set(31,2859,49410,-90)pr

set(24,6410,49410,90)
set(15,9210,49410,-90)p
set(15,14810,49410,90)p
set(17,19360,49410,-90)pt
set(15,19360,44860,0)
chk(42,19360,44860,0)
set(17,19360,40310,180)pt
set(44,14810,40310,-90)p
set(43,9210,40310,-90)p
set(43,3610,40310,90)p
set(44,-1990,40310,90)p
set(17,-6540,40310,0)pt
set(15,-6540,35760,0)p
set(16,-6540,30160,0)p
set(15,-6540,24560,0)p
set(15,-6540,18960,180)p
set(16,-6540,13360,180)p
set(20,-6540,7760,180)p

set(22,-6540,4540,0)
set(22,-6540,3420,180)
set(13,-5020,30,30)p 
set(14,-3500,-4550,90)pt
chk(40,-1750,-4550,90)
set(14,0,-4550,180)pt


set(33,-10040,60,0)
set(33,-10040,5660,0)
set(33,-10040,11260,0)
set(33,-10040,16860,0)
set(33,-10040,22460,0)
set(33,-10040,28060,0)
set(33,-10040,33660,0)
set(33,-10040,39260,0)

set(35,-6140,24560,0)
set(35,-6940,18960,180)


set(15,8960,28350,90)
set(15,14560,28350,-90)
set(17,19110,28350,-90)
set(35,15700,28350,90)

set(44,19110,23800,0)
set(43,19110,18200,180)
set(43,19110,12600,0)
set(34,19110,12600,0)
set(43,19110,7000,0)
set(44,19110,1400,180)
set(17,19110,-3150,180)
set(15,14560,-3150,-90)
set(15,8960,-3150,90)
set(17,4410,-3150,90)
set(15,4410,1400,180)po
set(15,4410,7000,180)p
set(15,4410,12600,0)p
set(15,4410,18200,0)p
set(15,4410,23800,0)
set(34,4410,20000,180)
fix(41,4410,23800,-2000,0)s
set(17,4410,28350,0)p


set(65,-6050,-4005,0)
set(65,9240,15880,90)
set(65,3810,31315,180)
set(65,20100,38390,-90)
set(65,29355,28885,0)
set(65,32710,6225,90)
set(65,16440,-7260,180)
set(65,-12860,-9625,-90)
set(65,3025,43445,0)
set(65,-3844,22984,90)
set(66,2054,3659,180)
set(66,-3755,13267,-90)
set(66,28949,39593,0)
set(66,38473,48798,90)
set(66,37182,19438,180)
set(66,27260,10833,-90)
set(66,10826,7175,0)
set(66,3815,-6131,90)
set(66,26966,20869,180)
set(67,-3732,12128,0)
set(67,12376,24334,90)
set(67,29554,47825,180)
set(67,39603,21565,-90)
set(67,21686,8154,0)
set(67,10086,1706,90)
set(67,17896,-5877,180)
set(67,-12011,2863,-90)
set(67,-8465,27693,0)
set(67,6286,46616,90)
set(68,-3065,36123,180)
set(68,11538,43942,-90)
set(68,39019,41833,0)
set(68,39400,7080,90)
set(68,18060,-15060,-90)
set(68,-12908,5184,0)
set(69,-6352,45772,180)
set(69,32580,34736,-90)
set(69,14552,16812,0)
set(69,15443,30409,90)
set(69,25573,12773,-90)
set(69,-3577,5888,0)
set(69,37682,24460,90)
set(70,-3118,2932,180)
set(72,-1820,-2436,-90)
set(70,2310,10208,0)
set(70,-2710,30962,90)
set(70,9848,37616,180)
set(70,27226,31048,-90)
set(70,44888,18558,0)
set(70,29886,23084,90)
set(70,37198,45416,180)
set(70,21604,17264,-90)
set(70,26566,-7898,90)
set(70,-4388,-8908,180)
set(70,-8422,13748,-90)
set(70,852,45332,0)
set(71,2272,21370,90)
set(71,144,38116,180)
set(71,14570,24328,-90)
set(71,27374,44514,0)
set(71,36660,32054,180)
set(71,36112,8476,-90)
set(71,26150,1006,0)
set(71,8852,-6304,90)
set(71,-11980,26552,180)
set(71,-3696,51260,-90)
set(71,21537,41490,0)
set(72,38878,37828,180)
set(72,42370,9758,-90)
set(72,19848,31348,0)
set(72,21032,-3940,90)
set(72,-2654,-15062,180)
set(65,-6128,-15314,0)
set(65,-6012,42590,-90)
set(73,-2075,4300,0)
set(73,2650,13850,90)
set(73,-3300,16200,180)
set(73,-2100,23950,-90)
set(73,2350,29250,0)
set(73,2775,36625,90)
set(73,9800,33100,180)
set(73,23600,35900,-90)
set(73,31275,40700,0)
set(73,44000,30375,90)
set(73,44450,20400,180)
set(73,34650,11500,-90)
set(73,34200,20050,0)
set(73,37025,25325,90)
set(73,29400,32525,180)
set(73,34700,47075,-90)
set(73,26175,52075,0)
set(73,25225,43725,180)
set(73,21700,29650,-90)
set(73,26225,22475,0)
set(73,25150,20225,90)
set(73,22150,11975,180)
set(73,26100,4350,-90)
set(73,21850,-900,0)
set(73,25275,-3625,90)
set(73,16175,-14850,180)
set(73,-1225,-10300,-90)
set(73,-8000,-800,0)
set(73,-8325,21825,90)
set(73,-7875,39900,180)
set(73,-12150,44300,-90)
set(73,-4825,47025,0)
set(73,15300,51150,90)
set(73,8375,47800,-90)
set(73,16550,44800,0)
set(73,6175,37500,90)
set(73,8335,10394,180)
set(73,15264,554,-90)
set(73,11492,17856,0)
set(74,6572,677,90)
set(74,13132,9861,180)
set(74,8417,13387,-90)
set(75,8514,-831,0)
set(75,13147,12986,90)
set(75,8792,22576,180)
set(74,2065,6395,-90)
set(74,-2410,27920,0)
set(74,8070,37170,90)
set(74,6780,31550,180)
set(74,30290,37050,-90)
set(74,39805,45050,0)
set(74,44085,31005,90)
set(74,37235,8200,180)
set(74,40700,8365,-90)
set(74,38120,4555,0)
set(74,34500,20,90)
set(74,40886,330,180)
set(74,16540,-15214,-90)
set(74,-7994,11309,0)
set(74,16276,43516,90)
set(74,27082,38710,180)
set(74,35492,15180,-90)
set(75,1942,14410,0)
set(75,-12114,45914,90)
set(75,20920,50212,180)
set(75,36574,38844,-90)
set(75,44600,31602,0)
set(75,27886,25166,90)
set(75,14176,-6278,180)
set(75,-12234,-4926,-90)
set(75,-12138,23160,0)
set(65,39442,-8890,90)
set(66,44194,-1036,180)
set(67,35350,878,-90)
set(68,41488,-8626,0)
set(69,38518,746,90)
pile(9990,2,2,-3280,1420)
pile(3753,5,5,-2740,640)
pile(4557,4,3,-2520,1660)
pile(3916,4,3,3180,-4360)
pile(3010,4,3,2360,-3240)
pile(1159,4,3,-3780,10260)
pile(3768,4,3,-2920,9780)
pile(3685,3,3,-3780,9060)
pile(7126,3,3,-4520,9260)
pile(6674,3,3,2080,26520)
pile(1110,3,3,2540,25880)
pile(3309,3,3,1900,25900)
pile(2097,3,3,-3720,32940)
pile(4617,3,3,-3600,32060)
pile(2990,6,5,-3900,26420)
pile(628,3,3,-2940,25620)
pile(573,3,3,-3200,27140)
pile(9717,3,3,2300,17060)
pile(1286,3,3,13800,37620)
pile(1356,5,4,13000,37860)
pile(8463,4,3,17380,37780)
pile(2395,4,3,39300,30580)
pile(5177,4,3,38480,29240)
pile(9086,4,3,36580,30200)
pile(6149,4,3,37600,16680)
pile(510,4,3,38080,17660)
pile(7584,6,6,35620,18240)
pile(9411,6,6,38260,9220)
pile(1449,6,6,29760,26700)
pile(2820,4,5,28420,26660)
pile(4428,6,4,29100,24940)
pile(5667,6,4,27920,18020)
pile(925,3,6,27160,17200)
pile(79,4,5,28160,16860)
pile(6535,4,5,36500,49340)
pile(4785,3,4,35960,50060)
pile(1156,4,2,37180,47000)
pile(2658,2,3,38360,46940)
pile(7274,6,4,26160,46460)
pile(7069,3,4,27040,46040)
pile(5484,3,2,25580,45400)
pile(9594,5,3,19600,29480)
pile(2163,5,5,20480,28440)
pile(4084,5,5,21500,14720)
pile(1284,2,6,27020,8100)
pile(1832,4,3,26740,8480)
pile(5121,5,2,26240,6960)
pile(1811,5,6,27620,5980)
pile(2590,5,6,19200,-7520)
pile(8490,4,3,18140,-7380)
pile(8439,5,4,18140,-9560)
pile(6707,2,4,18300,-8480)
pile(1334,2,4,27580,-1680)
pile(7871,4,5,27120,-980)
pile(8755,6,6,28100,-4240)
pile(5105,5,4,27700,-5760)
pile(739,5,4,-6860,-7300)
pile(9095,5,4,-7300,-8760)
pile(6355,4,4,-4660,-5620)
pile(5901,4,4,-12420,-760)
pile(5821,4,4,-12900,12360)
pile(5217,3,2,-12080,12720)
pile(6694,6,5,-12400,11200)
pile(7841,6,5,-13120,19260)
pile(4582,6,5,-8400,33960)
pile(8205,2,3,-12740,39080)
pile(4317,2,3,-11960,38500)
pile(9367,3,2,-12640,38500)
pile(2266,3,2,4920,50600)
pile(2100,3,2,3080,46280)
pile(281,3,6,4000,46040)
pile(1003,3,6,11580,46860)
pile(1060,2,4,10480,46620)
pile(9660,5,6,11240,46200)
pile(8872,5,6,13700,44400)
pile(5549,5,6,13320,46080)
pile(4875,5,6,12340,22390)
pile(2600,5,6,13225,21145)
pile(2808,3,2,11920,21415)
pile(1043,3,2,10525,11710)
pile(1230,2,5,10405,10360)
pile(4752,2,4,11875,10720)
pile(6276,5,3,16630,6040)
pile(1458,5,3,15280,6820)
pile(6006,3,3,13735,6025)
pile(7207,4,3,13750,8065)
pile(3141,4,3,15580,15330)
pile(8363,5,6,15580,18885)
pile(2124,5,6,8640,18205)
pile(4276,5,6,8475,3750)
pile(1094,3,2,8425,3100)
pile(7622,5,2,8925,1000)
pile(4044,5,2,10525,2900)
pile(3551,5,2,8606,23698)
pile(2101,5,2,28427,40033)
pile(5469,5,2,27843,42588)
pile(4423,5,2,37300,39400)
pile(4931,5,2,36752,-370)
pile(8197,5,2,37886,-1252)
pile(6364,5,2,37188,-3448)
pile(6487,5,5,40432,-7236)
pile(2486,5,5,39480,-4220)



maxl(16,-15000,-18000)
maxt(13,56400,-12600)
maxr(16,47400,-18000)
maxb(13,-20400,-12600)

