
name(Grapefruit Power)

snap(-2,20,-21)
sky(224,225,255)
fog(215,190,182)
clouds(255,166,166,5,-593)
ground(206,181,167)
set(72,-6224,44939,-90)
set(65,-4175,4275,0)
set(66,3350,23925,90)
set(67,-3425,39150,180)
set(67,23175,38925,180)
set(68,29350,30775,-90)
set(68,30275,48875,0)
set(66,-20050,48900,90)
set(66,-26750,36900,180)
set(65,-25575,37225,90)
set(67,-10100,26050,180)
pile(7869,5,4,-4859,-1467)
pile(4439,5,4,-5891,-951)
pile(8461,3,3,-7955,-1596)
pile(2010,3,3,-4214,7864)
pile(9237,2,2,-3869,8769)
pile(3378,2,2,-4901,8597)
pile(5669,2,2,-5417,6404)
pile(579,2,2,3527,1932)
pile(7868,5,3,4860,2491)
pile(9645,3,2,3699,-343)
pile(6178,3,2,3355,9117)
pile(7472,3,2,2839,5806)
pile(4757,3,2,6752,7440)
pile(6352,3,2,6107,11138)
pile(3260,5,6,3064,18983)
pile(5885,3,2,4268,17693)
pile(8568,3,2,3021,16446)
pile(2694,3,2,-4719,16274)
pile(7818,3,2,-5837,14984)
pile(916,6,4,-6654,16919)
pile(5089,6,4,-3735,22070)
pile(6288,4,6,-4208,23016)
pile(8949,4,6,-3219,28219)
pile(7501,4,6,6370,23360)
pile(8159,4,6,3274,24134)
pile(5541,4,6,3317,32195)
pile(8729,3,5,4048,33356)
pile(2549,3,5,4134,31722)
pile(5535,3,5,3446,30991)
pile(950,3,5,-3821,40193)
pile(1492,5,2,-5025,39935)
pile(4510,5,2,-4595,41526)
pile(37,3,3,-4290,33065)
pile(1171,3,3,7113,40763)
pile(897,3,3,3372,40935)
pile(2407,3,3,5049,39516)
pile(5477,3,3,12275,38871)
pile(7868,3,3,19327,41666)
pile(5256,3,3,19198,40032)
pile(2380,3,6,17908,40505)
pile(4500,3,6,16618,39860)
pile(4703,5,6,10211,40376)
pile(3225,5,6,21442,40484)
pile(4849,5,6,29483,45472)
pile(5248,5,6,28365,45429)
pile(8946,5,6,26731,40828)
pile(622,2,5,29017,40785)
pile(2582,2,5,28587,39796)
pile(235,2,5,27942,41043)
pile(1689,2,5,25276,39710)
pile(8267,2,5,30909,45429)
pile(6682,2,5,25878,45472)
pile(4443,2,5,19135,45601)
pile(7706,2,5,15824,45257)
pile(8390,2,5,20096,32054)
pile(3201,2,5,19537,31495)
pile(1718,2,5,20483,30463)
pile(8229,2,5,19408,29345)
pile(9346,2,5,26933,31108)
pile(1509,2,5,28413,34714)
pile(7426,2,5,30090,31790)
pile(3655,2,6,31122,29210)
pile(1315,2,6,27811,30199)
pile(3367,2,6,28585,33467)
pile(9402,2,6,22436,34499)
pile(4159,2,6,20372,22975)
pile(487,2,6,22006,22588)
pile(6596,2,6,17534,25383)
pile(6451,5,4,21189,27447)
pile(3271,5,4,30520,25555)
pile(911,5,4,19833,13651)
pile(4313,5,4,13641,15715)
pile(8700,5,4,15791,14253)
pile(8270,4,4,-1900,45075)
pile(7056,3,5,-3025,44600)
pile(5485,3,5,32600,48850)
pile(9295,3,5,9300,48875)
pile(6314,3,5,6475,45525)
pile(1295,2,5,-10975,45500)
pile(7229,2,5,-11700,45675)
pile(2108,2,5,-12425,45350)
pile(5172,4,2,-26375,45450)
pile(5170,4,2,-27150,45625)
pile(2384,3,6,-25500,45400)
pile(57,2,5,-28250,45300)
pile(6810,2,5,-29200,41350)
pile(1732,2,5,-27050,41600)
pile(8782,2,5,-28900,40800)
pile(3848,2,5,-30650,40000)
pile(5024,5,5,-29950,40050)
pile(9751,5,5,-22900,40675)
pile(1310,2,6,-23925,39825)
pile(8138,2,6,-22800,39300)
pile(4015,2,6,-24125,40750)
pile(8986,4,3,-16300,39250)
pile(3670,5,5,-16275,40700)
pile(712,2,5,-15150,39975)
pile(7020,2,5,-17725,39125)
pile(5497,2,5,-11260,40313)
pile(7859,2,5,-12185,40017)
pile(1651,2,5,-11445,39314)
pile(2717,4,4,-12666,32876)
pile(6424,3,4,-12296,34578)
pile(6844,3,4,-13776,34171)
pile(6887,3,4,-10775,26982)
pile(2322,3,4,-12958,25724)
pile(2991,3,4,-11071,23319)
pile(5624,3,4,-13217,20507)
pile(5826,3,4,-11404,16591)
pile(9548,3,4,-12588,16776)
pile(2803,3,4,-13550,18034)
pile(7876,3,4,-14142,16258)
pile(4231,3,4,-12440,14001)
pile(8269,3,6,-12958,8369)
pile(2795,3,6,-13217,7666)
pile(2728,6,6,-10997,6149)
pile(6085,6,6,-18015,-720)
pile(9112,6,6,-16239,-1682)
pile(2475,3,4,-18570,8530)
pile(8076,3,4,-18311,9406)
pile(9366,2,6,-18311,12995)
pile(7800,2,6,-18681,15330)
pile(2457,2,6,-18607,14331)
pile(7091,2,6,-21715,33919)
pile(907,2,6,-22825,31107)
pile(4567,2,6,-22418,28887)
pile(3037,2,6,-22899,32328)
pile(2856,5,5,-23824,29516)
pile(6210,3,4,-18681,30256)
pile(1079,3,4,-18644,28406)
pile(4922,3,4,-23865,23568)
pile(655,3,4,-26048,20534)
pile(884,3,4,-31384,34156)
pile(8589,3,4,-31952,29754)
pile(1789,2,6,-35857,25281)
pile(8049,5,4,-33940,37990)
pile(7217,5,4,-25704,36073)
pile(9973,5,4,-25065,16653)
pile(7372,5,4,-26769,12748)
pile(891,5,4,-30390,14097)
pile(6457,5,4,-29680,8133)
pile(8604,4,3,807,-5322)
pile(604,4,3,-17227,-6529)
pile(5569,4,3,-14103,-6316)
pile(1742,5,4,-33692,24424)
pile(9296,2,6,-31420,27619)
pile(4642,5,3,-31349,21584)
pile(4023,3,5,-29710,-807)
pile(5379,3,5,-26870,-239)



maxr(12,40000,-5000)
maxb(16,-7400,-34400)
maxl(12,-36800,-5000)
maxt(16,50200,-34400)
