
name(The Beach Arcade Dream)

snap(20,-20,-20)
sky(191,214,255)
fog(199,187,205)
clouds(255,255,255,2,-1343)
ground(198,195,188)
set(70,27420,31480,0)
set(70,26220,45295,90)
set(70,25750,19495,180)
set(70,15455,-7620,0)
set(70,-9505,-14870,90)
set(70,-6415,-3185,180)
set(71,2247,13787,-90)
set(71,5391,36683,90)
set(71,13101,32802,180)
set(71,28452,37500,-90)
set(71,37889,43099,0)
set(71,40727,38941,90)
set(71,41671,14535,-90)
set(71,35962,11598,0)
set(71,33749,806,90)
set(71,26119,10832,180)
set(71,26086,-2303,-90)
set(71,4751,50360,180)
set(72,-2300,24774,-90)
set(72,36736,46421,180)
set(72,37345,20300,-90)
set(72,39490,10796,0)
set(72,30744,4027,90)
set(72,21277,-832,180)
set(72,18687,23378,-90)
set(72,2601,-5528,0)
set(72,9114,12512,90)
set(72,9312,24401,180)
set(69,40950,29350,180)
set(71,44575,31800,-90)
set(65,-3300,11400,0)
set(65,-3650,30075,90)
set(65,19225,29575,-90)
set(65,21350,3600,90)
set(68,-12325,-9625,180)
set(67,19100,-14575,0)
set(73,-2050,725,90)
set(73,2500,8925,180)
set(73,-5050,18450,-90)
set(73,-2525,22625,0)
set(73,2575,22275,90)
set(73,6550,30950,180)
set(73,-3475,37175,-90)
set(73,-8350,38450,0)
set(73,7275,37475,90)
set(73,15925,30375,180)
set(73,21375,22300,-90)
set(73,30075,39325,0)
set(73,37950,39225,90)
set(73,34800,22575,180)
set(73,39200,15000,-90)
set(73,36675,17875,0)
set(73,34250,14900,90)
set(73,25525,25050,180)
set(73,20250,-9300,-90)
set(73,25475,-10425,0)
set(74,19275,-9250,90)
set(74,-8050,38800,180)
set(74,2675,-875,-90)
set(74,-3775,9550,0)
set(74,2700,20200,90)
set(74,-3100,33050,180)
set(74,7600,36350,-90)
set(74,12100,31350,0)
set(74,24325,36150,90)
set(74,19800,37425,180)
set(74,29925,31150,-90)
set(74,26075,21175,0)
set(74,39875,31050,90)
set(74,42000,21900,180)
set(74,33875,13800,-90)
set(74,33675,12375,0)
set(74,30150,17425,90)
set(74,32100,12450,180)
set(74,37375,175,-90)
set(74,30025,600,0)
set(74,31000,-1475,90)
set(74,-11825,-1550,180)
set(74,-11825,29150,-90)
set(74,-1775,-10225,0)
set(74,-2950,-7625,90)
set(75,-2125,-9625,180)
set(75,-4525,-7850,-90)
set(75,-6500,-6900,0)
set(75,-4500,-6525,90)
set(75,12025,2200,180)
set(75,8100,575,-90)
set(75,10150,1825,0)
set(75,10000,14425,90)
set(75,7425,15100,180)
set(75,8175,10650,-90)
set(75,10150,8600,0)
set(75,10325,10375,90)
set(75,8275,46600,180)
set(75,11925,46025,-90)
set(75,8825,41725,0)
set(75,6025,48475,90)
set(75,10550,47125,180)
set(74,7400,45650,-90)
set(74,8875,43700,0)
set(74,10850,42875,90)
set(74,9950,46775,180)
set(74,9225,48625,-90)
set(74,17900,40875,0)
set(74,17025,43825,90)
set(74,13700,42925,180)
set(75,25350,4750,-90)
set(75,25875,0,0)
pile(2911,2,4,-3620,9320)
pile(861,2,4,-2340,5280)
pile(3878,2,4,-3940,3880)
pile(9372,2,4,-2300,1240)
pile(8084,5,2,-2580,2640)
pile(1850,5,2,10640,1540)
pile(979,5,2,9600,1580)
pile(137,2,4,10200,300)
pile(5579,2,4,7920,-540)
pile(2627,2,4,8320,6660)
pile(564,2,4,2140,10820)
pile(8676,2,4,2700,9140)
pile(2082,4,2,-2140,14340)
pile(8106,4,2,3900,29620)
pile(8543,4,2,3540,33060)
pile(3404,5,4,-2220,29420)
pile(5250,2,2,8700,21440)
pile(1260,2,2,10460,22800)
pile(4744,2,2,5740,30400)
pile(5389,2,2,2220,27800)
pile(6486,5,5,6140,39600)
pile(3305,5,5,10780,40680)
pile(2609,5,5,4420,42120)
pile(5303,5,5,16640,47360)
pile(5004,5,5,10920,47160)
pile(3877,4,3,14480,41120)
pile(5849,4,3,17440,39440)
pile(7458,4,3,11880,36960)
pile(7098,4,3,14580,29900)
pile(5080,3,5,10660,30900)
pile(8233,3,5,11140,31820)
pile(4444,3,5,9020,19300)
pile(3610,3,5,18340,19740)
pile(7109,3,5,21540,24980)
pile(7208,3,5,16980,26780)
pile(7283,3,5,16900,22700)
pile(8147,3,5,18240,15460)
pile(9905,3,5,17280,12420)
pile(613,3,5,-1520,35720)
pile(7995,3,5,-3720,34520)
pile(6442,3,5,-8520,20500)
pile(627,3,5,-8280,21140)
pile(1280,3,6,-8440,19260)
pile(8295,3,6,-5440,-7400)
pile(3881,2,4,-8400,-6640)
pile(1434,2,4,-7560,-6920)
pile(910,2,4,-6560,-6520)
pile(2266,2,4,-1040,-15320)
pile(9985,2,4,-1920,-14480)
pile(9982,3,4,-3920,-15200)
pile(3370,3,4,-600,-14280)
pile(8044,3,4,-40,-8920)
pile(2796,3,4,-3200,-8600)
pile(3769,3,4,18420,-5140)
pile(4827,3,4,18820,-7900)
pile(1025,3,4,16260,-3220)
pile(4413,3,4,5700,-5660)
pile(2568,3,4,3460,-4300)
pile(7253,3,4,20380,9380)
pile(8093,3,4,21700,7940)
pile(2263,3,4,25340,8740)
pile(7473,4,5,25780,3060)
pile(3324,4,5,25700,-780)
pile(3023,4,5,25060,-3140)
pile(1452,4,5,20260,-3020)
pile(5608,4,5,18940,6260)
pile(8627,4,5,16980,5820)
pile(1670,4,5,17020,8860)
pile(84,4,5,25560,30160)
pile(3476,4,5,26200,26200)
pile(9583,3,4,26720,36720)
pile(1140,3,4,16160,43460)
pile(808,3,4,27080,48140)
pile(2398,3,4,19600,48260)
pile(5120,3,4,29720,43600)
pile(4683,3,4,27040,43480)
pile(8516,3,4,29960,39520)
pile(1037,3,4,34060,50600)
pile(2794,3,4,35180,45720)
pile(3850,3,4,41420,44760)
pile(6147,3,4,40700,42640)
pile(7738,3,4,40620,46960)
pile(9506,3,5,28940,41980)
pile(3059,3,5,26860,40260)
pile(7207,3,5,39180,38860)
pile(5787,3,5,37560,31600)
pile(2381,2,4,38240,28920)
pile(6478,2,4,38040,27400)
pile(4725,2,4,37240,28360)
pile(5280,2,4,25820,22940)
pile(2351,2,4,25740,16900)
pile(6683,2,4,21300,19580)
pile(4999,2,4,25620,14780)
pile(784,2,4,32280,13240)
pile(7356,2,4,33240,9680)
pile(6893,2,4,35120,13360)
pile(7218,2,4,31720,17200)
pile(5254,2,4,34440,10400)
pile(1072,2,4,39380,16660)
pile(7332,2,4,36960,7620)
pile(5203,2,4,31080,4620)
pile(5403,2,4,35880,1100)
pile(8173,2,4,32520,7340)
pile(5264,2,4,34000,4780)
pile(4023,2,4,31400,2020)
pile(385,2,4,30440,180)
pile(113,2,4,27900,-12200)
pile(8974,2,4,25220,-12880)
pile(4993,5,2,28780,-5120)
pile(5254,5,2,-8060,2040)
pile(9407,2,5,-7925,4225)
pile(2169,2,5,-8500,4525)
pile(7267,2,5,-11800,9925)
pile(8097,2,5,-12100,19025)
pile(49,2,5,-8325,16900)
pile(498,4,4,-11675,14300)
pile(7009,4,2,15375,-10650)
pile(2200,2,3,16625,-9750)
pile(4246,2,3,17300,-9100)
pile(3705,6,4,20944,4328)

maxl(16,-15000,-18000)
maxt(13,56400,-12600)
maxr(16,47400,-18000)
maxb(13,-20400,-12600)

