
name(The Gun Run)

snap(-50,-65,0)
sky(206,230,255)
fog(189,207,242)
clouds(210,210,210,1,-1000)
ground(180,191,209)
pile(6714,2,4,-4505,9770)
pile(4574,2,4,-4550,7745)
pile(3568,2,4,4945,7475)
pile(9637,2,4,-12875,8375)
pile(3772,2,4,-14045,4820)
pile(8576,2,4,-12335,4100)
pile(4888,2,4,-11390,6800)
pile(8625,6,5,-13820,5990)
pile(5782,6,5,-14000,1130)
pile(5348,6,5,-11975,2120)
pile(4925,6,5,-15030,15050)
pile(7189,6,5,-13905,17075)
pile(2131,6,5,-16470,16625)
pile(8947,6,5,-14355,15500)
pile(7545,4,4,-15300,17480)
pile(4397,4,4,-18855,13790)
pile(2516,4,4,3265,32900)
pile(8892,3,5,4525,32090)
pile(2495,3,5,3580,31820)
pile(1714,3,5,2095,32855)
pile(8328,3,4,4615,33035)
pile(5401,3,4,34480,21675)
pile(7717,3,4,35335,21720)
pile(9502,3,4,34255,20010)
pile(2176,3,5,35635,33095)
pile(799,3,5,36805,32780)
pile(1002,3,5,35950,32195)
pile(365,3,5,41470,40735)
pile(9967,3,5,39805,41455)
pile(1339,3,5,39490,40780)
pile(3181,3,5,37750,42310)
pile(8907,3,5,6180,47425)
pile(5950,3,5,5820,46345)
pile(8486,3,3,7485,45895)
pile(9085,3,3,8385,46615)
pile(7323,3,3,-23188,41726)
pile(28,3,3,-22550,40780)
pile(5280,3,3,-23672,40406)
pile(3844,3,3,-24420,41264)
pile(791,2,5,-22836,39790)
pile(8840,2,5,-24420,40186)
pile(5960,2,5,-40820,32786)
pile(1738,2,5,-40732,32016)
pile(789,2,5,-39610,32236)
pile(3000,3,4,-40138,32962)
pile(7237,3,4,-40270,31202)
pile(7253,3,4,-41700,32104)
pile(2108,3,4,-41810,31158)
pile(3325,3,4,-42816,47786)
pile(2338,3,4,-41518,48358)
pile(8059,3,4,-42200,48908)
pile(7205,3,4,-39736,48864)
pile(3541,3,4,-38372,49876)
pile(2878,3,4,-39450,49986)
pile(1126,3,4,-37844,50822)
pile(2096,5,6,-38174,48666)
pile(6277,5,6,-40704,47962)
pile(3252,5,6,-16734,53256)
pile(8094,5,6,-17900,53102)
pile(1155,5,5,-17108,52200)
pile(1510,5,5,-2434,59030)
pile(8698,5,5,-3138,58194)
pile(7554,5,5,5870,65402)
pile(5139,5,5,6772,66216)
pile(2327,4,4,7036,65028)
pile(2414,4,4,6112,64456)
pile(1598,4,4,-2624,84736)
pile(1617,4,4,-2998,84076)
pile(8939,4,4,5668,95468)
pile(3429,4,4,3908,97404)
pile(3845,4,4,5800,97228)
pile(2863,4,4,-3992,102100)
pile(5471,4,4,-5224,99372)
pile(724,4,4,-3530,100340)
pile(3094,4,4,-3992,99218)
pile(3678,4,4,-10444,88804)
pile(3176,4,4,-11588,88540)
pile(4476,4,4,-12584,85926)
pile(4012,4,4,-11814,85332)
pile(973,4,4,-13684,84848)
pile(1119,4,4,-13926,83418)
pile(6016,4,4,-12584,73644)
pile(2137,5,6,-12760,74700)
pile(1101,2,4,-11836,74370)
pile(713,5,3,-11110,73248)
pile(5254,5,3,-3670,71090)
pile(7862,3,6,-4528,70276)
pile(6322,3,6,-4682,71420)
pile(8897,5,5,-11120,62662)
pile(9759,5,5,-12198,62134)
pile(5834,5,4,-12902,63784)
pile(742,5,4,-13408,60704)
pile(4196,5,4,5495,100261)
pile(5462,5,4,3897,95890)
pile(8721,5,4,4931,98334)
pile(4769,5,4,4345,89111)
pile(5047,3,3,4862,86479)
pile(5425,3,3,-3927,91273)
pile(170,3,3,-5149,91837)
pile(700,3,3,-13162,100290)
pile(2883,3,3,-12457,99444)
pile(1705,4,5,-14102,98880)
set(65,22052,15846,0)
set(65,45308,13908,90)
set(65,36944,240,180)
set(66,35210,11460,-90)
set(66,19400,15132,0)
set(66,21338,1566,90)
set(67,38168,3810,180)
set(67,14300,10236,-90)
set(68,35108,5646,0)
set(69,19706,7584,90)
set(69,28888,72792,180)
set(69,31642,55350,-90)
set(68,12772,46578,0)
set(68,34192,83298,90)
set(67,12874,81462,180)
set(67,30316,74832,-90)
set(67,20116,48210,0)
set(66,22462,80136,90)
set(66,43168,75138,180)
set(66,36130,53106,-90)
set(65,10426,76158,0)
set(65,26236,64632,90)
set(65,34192,48924,180)
set(65,21104,102502,-90)
set(66,27836,102604,0)
set(67,35282,98320,90)
set(69,28652,98116,180)
set(65,-43670,99895,-90)
set(65,-27740,81940,0)
set(65,-39755,77620,90)
set(66,-31790,60745,180)
set(66,-18965,66280,-90)
set(66,-42590,87745,0)
set(66,-21260,92875,90)
set(67,-50555,60745,180)
set(67,-34220,84775,-90)
set(67,-30575,55345,0)
set(68,-36110,60880,180)
set(65,-43328,23728,-90)
set(65,-28424,3672,0)
set(66,-23088,23912,90)
set(66,-43144,4408,180)
set(67,-29620,5420,-90)
set(67,-41212,18392,0)
set(68,-42684,12412,90)
set(69,-31000,10296,180)
pile(5050,5,4,-35300,7904)
pile(5297,5,4,-39072,8088)
pile(9106,6,3,-38428,7444)
pile(7383,6,3,-37232,6616)
pile(1684,6,3,-43764,20048)
pile(3845,6,3,-41556,22900)
pile(1290,3,4,-41372,19956)
pile(9944,3,4,-41188,20692)
pile(855,3,4,-41832,18300)
pile(3423,3,3,-26924,25584)
pile(6840,5,3,-28212,24388)
pile(2953,5,3,-25912,23560)
pile(5425,5,4,-25176,26780)
pile(4180,5,4,25436,6440)
pile(8068,5,4,29116,9568)
pile(3950,5,4,28104,7636)
pile(95,6,6,25436,3956)
pile(8370,5,3,24332,8280)
pile(7903,4,4,30128,5704)
pile(6609,4,4,36108,11684)
pile(5644,4,4,22200,54264)
pile(8275,5,4,23212,56104)
pile(5409,5,4,20084,55552)
pile(3943,5,4,25420,53620)
pile(3353,5,4,20636,51228)
pile(4244,3,4,26156,71100)
pile(3170,3,4,34160,66960)
pile(9475,3,4,33884,69076)
pile(8824,3,4,31308,67236)
pile(5373,4,4,32320,69904)
pile(8362,4,4,32136,68616)
pile(2176,4,4,27812,69536)
pile(4329,4,4,20196,89468)
pile(4550,4,4,22404,85052)
pile(172,4,4,19736,87076)
pile(1875,3,6,24152,89100)
pile(3932,3,4,22220,88088)
pile(7690,3,4,19276,94252)
pile(659,3,4,-36784,93352)
pile(9765,5,3,-33748,92432)
pile(5084,5,3,-36048,91512)
pile(5683,5,3,-33472,90408)
pile(5592,6,3,-35128,95744)
pile(6878,6,3,-35036,88476)
pile(2403,6,3,-34340,77712)
pile(5285,6,3,-32960,70904)
pile(6008,6,3,-37284,63084)
pile(8877,6,3,-38388,70444)
pile(7478,6,3,-33512,74400)
pile(9611,6,3,-34892,65568)
pile(2118,6,3,-36732,67500)
pile(1466,6,3,-35720,71272)
pile(5150,5,2,-36456,73756)



maxr(24,55200,-5100)
maxb(24,-7500,-57600)
maxl(24,-60000,-5100)
maxt(24,107700,-57600)






