snap(-33,-40,0)
sky(193,203,220)
fog(203,190,188)
clouds(194,236,255,2,-1500)
ground(191,186,186)
set(65,-34051,27544,0)
set(65,-30431,2505,90)
set(65,-20265,-6984,180)
set(66,-3105,1301,-90)
set(66,5914,11635,0)
set(66,-4399,16851,90)
set(66,5380,27012,180)
set(66,-4527,31880,-90)
set(66,7026,41556,0)
set(66,10001,34328,90)
set(66,25686,41310,180)
set(66,44186,34810,-90)
set(66,34240,41540,-90)
set(66,42877,46023,0)
set(66,31140,53210,90)
set(66,28136,44482,180)
set(66,16158,52148,-90)
set(66,972,44466,0)
set(66,-6348,52930,90)
set(66,-35081,44388,180)
set(66,-30317,56198,-90)
set(66,-38442,77520,0)
set(66,-29160,82795,90)
set(66,-29873,69776,180)
set(66,-20304,52496,0)
set(66,-30981,32640,90)
set(66,-22326,29159,180)
set(66,-31117,12927,-90)
set(66,-22171,-1120,0)
set(67,-3484,833,90)
set(67,-6674,5272,180)
set(67,6418,15830,-90)
set(67,-4548,29052,0)
set(67,5506,34960,90)
set(67,10942,44990,180)
set(67,14326,34384,-90)
set(67,27542,35260,0)
set(67,40504,40896,90)
set(67,30910,44094,180)
set(67,51616,42342,0)
set(67,40814,51870,90)
set(67,34568,45378,180)
set(67,25156,52642,-90)
set(67,16914,44836,0)
set(67,-490,51450,90)
set(67,-13530,41560,180)
set(67,-24510,58320,-90)
set(67,-33200,51400,0)
set(67,-39940,47410,90)
set(67,-29960,77360,180)
set(67,-22960,68330,-90)
set(67,-30960,35730,0)
set(67,-23390,33290,90)
set(67,-34010,26600,180)
set(67,-22980,17750,-90)
set(67,-32360,16930,0)
set(67,-31060,-1690,90)
set(68,-5030,5660,0)
set(68,6850,32760,90)
set(68,49800,35750,180)
set(68,28670,56430,-90)
set(69,1320,50120,90)
set(69,1320,46610,180)
set(68,-14552,44136,-90)
set(68,-32576,52996,0)
set(68,-31416,77196,90)
set(69,-23120,67868,180)
set(68,-28668,-4752,180)
set(69,3864,21196,-90)
set(69,-4924,39488,0)
set(69,44648,42792,90)
set(69,34572,52744,180)
set(69,-39964,49036,-90)
set(69,-22564,53984,0)
set(69,-31440,40716,90)
set(69,5888,-2376,180)
set(70,-3844,-548,-90)
set(70,3476,8436,0)
set(70,-4056,14132,90)
set(70,-7664,25232,180)
set(70,-3148,36844,-90)
set(70,11768,34888,0)
set(70,17696,41020,90)
set(70,24572,42464,180)
set(70,47348,35008,-90)
set(70,41156,45000,0)
set(70,46216,52344,90)
set(70,21080,52164,180)
set(70,7952,45024,-90)
set(70,-2488,53592,0)
set(70,-21664,42180,90)
set(70,-36632,44232,180)
set(70,-32184,60204,-90)
set(72,-37164,80588,180)
set(71,-32264,73016,0)
set(71,-23492,80168,90)
set(71,-22904,58024,180)
set(71,-30904,21024,-90)
set(71,-21404,5052,0)
set(71,-13240,-7492,180)
set(72,3160,2892,-90)
set(72,-7112,11768,0)
set(72,3432,17756,90)
set(72,-6472,29364,180)
set(72,5132,34644,-90)
set(72,1336,41740,0)
set(72,23332,35336,90)
set(71,32916,35672,180)
set(72,45508,45388,-90)
set(72,36996,54156,0)
set(72,30260,43872,90)
set(72,4760,45768,180)
set(72,-8516,43768,-90)
set(72,-31428,44976,0)
set(72,-39624,60044,90)
set(71,-38896,69244,180)
set(71,-22740,22780,-90)
set(71,-22328,10820,0)
set(71,-32628,-1712,90)
set(71,18808,32296,180)
set(71,50912,46684,-90)
set(71,27644,52048,0)
set(71,22104,44888,90)
set(71,6140,52808,180)
set(71,-22984,63240,-90)
set(71,-22300,36120,0)
set(71,-14332,8,90)
set(65,12946,25546,0)
set(65,43228,10552,90)
set(65,33624,24272,180)
set(66,12162,2320,-90)
set(66,23922,1634,0)
set(66,37054,20352,90)
set(67,21178,27604,180)
set(67,22158,1928,-90)
set(67,27450,18000,0)
set(68,38426,8690,90)
set(68,29508,23292,180)
set(69,18132,4062,0)
set(69,42069,26888,90)
set(70,18839,13354,180)
set(70,37726,15677,-90)
set(70,39241,26383,0)
set(70,37120,-382,90)
set(71,22475,18505,180)
set(71,44695,14768,-90)
set(72,12173,7092,0)
set(72,9143,21434,90)
set(72,25202,17293,180)
set(72,42170,17293,-90)
set(72,-15386,72226,0)
set(72,-4015,62636,90)
set(72,26399,70308,180)
set(72,34071,58663,-90)
set(71,-17578,59074,0)
set(71,2013,62088,90)
set(71,36537,66883,180)
set(70,10781,74829,-90)
set(70,-13605,69212,0)
set(69,-14838,77706,90)
set(69,4753,63869,180)
set(69,-16756,70856,-90)
set(68,30783,74007,0)
set(68,5986,64828,90)
set(67,20782,76199,180)
set(67,-2919,69486,-90)
set(66,26810,67705,0)
set(66,-10728,66746,90)
set(65,27495,72226,180)
set(65,-8262,75514,-90)
set(65,-36563,35833,0)
set(65,-35717,24459,90)
set(65,-33743,7476,180)
set(66,-35764,2231,90)
set(66,-33414,11913,180)
set(66,-37179,32781,-90)
set(67,-40033,39163,0)
set(67,-37965,33194,90)
set(67,-38337,19506,180)
set(67,-36021,8942,-90)
set(67,-35730,-601,0)
set(68,-36435,9786,90)
set(68,-32128,32034,180)
set(69,-38708,33491,-90)
set(69,-36687,-1388,0)
set(70,-32692,4628,90)
set(70,-36585,27136,180)
set(70,-39320,40419,-90)
set(71,-36688,35907,0)
set(71,-34000,14347,90)
set(72,-33060,10352,180)
set(72,-34893,21397,-90)
set(72,-13326,7111,90)
set(72,-13433,9121,180)
set(71,-8732,7334,-90)
set(71,-9249,10812,0)
set(70,-13988,16855,90)
set(72,-13753,24563,180)
set(72,-14128,32145,-90)
set(72,-8582,35200,0)
set(72,-13329,38114,90)
set(69,-17700,33414,180)
set(69,-17512,24202,-90)
set(68,-18149,14278,0)
set(67,-18525,10189,90)
set(67,-19140,2223,180)
set(65,-17495,7064,-90)
set(65,20337,23539,0)
set(65,26526,10095,90)
set(65,29875,64813,180)
set(65,19687,61813,-90)
set(65,9623,59556,0)
set(65,-7377,58056,90)
set(65,-16253,66244,180)
set(65,-1612,70932,-90)
set(65,17811,72385,0)
set(65,21333,65735,90)
pile(6715,4,3,-9366,120)
pile(9650,3,4,-10917,966)
pile(7486,3,4,-10541,-162)
pile(396,3,4,-8080,919)
pile(5303,6,3,-9960,1201)
pile(2724,6,3,3952,5901)
pile(2294,6,3,-3098,8157)
pile(3202,6,6,-4837,7593)
pile(4076,3,4,5033,4820)
pile(8597,3,4,-4273,8768)
pile(1284,2,2,3748,15687)
pile(2037,2,2,4500,15264)
pile(5099,6,4,3795,14371)
pile(3087,6,4,5346,14418)
pile(2151,5,2,5064,16016)
pile(2697,5,2,-6470,21260)
pile(4568,5,2,-5671,19709)
pile(3765,5,2,-7175,19004)
pile(541,5,2,-5859,16983)
pile(3707,6,6,6542,30149)
pile(5818,2,3,6683,28880)
pile(1312,6,3,5179,29538)
pile(4537,6,3,-6524,34003)
pile(160,6,3,-7276,32781)
pile(8845,5,3,-8639,32828)
pile(2092,3,3,5287,42628)
pile(2934,3,3,6274,42017)
pile(8245,5,6,5005,41359)
pile(5671,5,6,6744,43333)
pile(4457,5,6,12243,32946)
pile(3701,5,6,13512,33087)
pile(4154,5,5,13042,31630)
pile(3654,5,5,18846,42769)
pile(6422,5,5,20068,42487)
pile(9726,5,5,19974,44273)
pile(696,5,5,41606,41009)
pile(6484,5,5,42640,41855)
pile(7226,6,3,40666,42278)
pile(4694,6,3,41512,34100)
pile(9623,6,3,39773,34006)
pile(4795,4,5,40666,33066)
pile(4248,4,5,38649,32762)
pile(5758,4,5,40388,35441)
pile(5934,4,5,43615,51603)
pile(6323,2,2,44555,50616)
pile(7816,4,6,43051,50992)
pile(5093,6,5,41829,51885)
pile(1403,6,5,45918,50851)
pile(9466,6,5,-552,50855)
pile(203,6,5,-364,52218)
pile(9909,6,4,1093,52171)
pile(8598,6,4,-1539,45967)
pile(4415,6,4,-10940,41261)
pile(1426,3,5,-11081,42671)
pile(6620,5,2,-23128,39518)
pile(3665,5,2,-29520,40411)
pile(8334,2,2,-30319,39424)
pile(8022,5,3,-29426,39283)
pile(8301,5,6,-30507,37497)
pile(5643,5,6,-23034,43701)
pile(2005,5,6,-21530,43983)
pile(6866,5,6,-15783,13080)
pile(3468,5,6,-15595,14490)
pile(1559,5,6,51682,38551)
pile(9753,4,3,52434,39585)
pile(5596,4,5,3377,44493)
pile(3269,4,5,-29321,77257)
pile(5462,3,4,-30966,77821)
pile(370,3,4,-33034,76834)
pile(2411,3,4,-32564,82145)
pile(2230,3,4,-30214,82286)
pile(2350,5,5,-31671,82756)
pile(1376,4,3,-30402,76458)
pile(8426,4,5,-31812,75894)
pile(7174,4,3,-28938,82292)

maxl(20,-42077,-8045)
maxb(20,-10445,-39677)
maxr(20,53923,-8045)
maxt(20,85554,-39677)
